County,Polling Place,First Check-In,Last Check-In, First Check-In,Last Check In,Active Registered Voters,Total Election Day Check-Ins,Total EV,Voters/Hour
DEKALB,FIRST ST. PETERS A.M.E. CHURCH,07:06:00,20:21:00,1899-12-30 07:06:00,1899-12-30 20:21:00,2009,310,414,23.4
DEKALB,FLAKES MILL FIRE STATION,07:16:00,23:57:00,1899-12-30 07:16:00,1899-12-30 23:57:00,2020,237,459,14.21
DEKALB,FLAT ROCK ELEMENTARY SCHOOL,07:05:00,19:46:00,1899-12-30 07:05:00,1899-12-30 19:46:00,3060,598,697,47.15
DEKALB,FLAT SHOALS ELEMENTARY SCHOOL,07:04:00,19:03:00,1899-12-30 07:04:00,1899-12-30 19:03:00,2306,277,434,23.12
DEKALB,FLAT SHOALS LIBRARY,07:17:00,20:36:00,1899-12-30 07:17:00,1899-12-30 20:36:00,2648,271,464,20.35
DEKALB,FREEDOM MIDDLE SCHOOL,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,3128,353,641,29.79
DEKALB,GREATER PINEY GROVE BAPTIST,07:06:00,19:07:00,1899-12-30 07:06:00,1899-12-30 19:07:00,4624,742,939,61.75
DEKALB,H F SHEPHERD MULTIPLEX,07:09:00,19:47:00,1899-12-30 07:09:00,1899-12-30 19:47:00,3331,465,1000,36.81
DEKALB,HAMBRICK ELEMENTARY SCHOOL,07:06:00,19:23:00,1899-12-30 07:06:00,1899-12-30 19:23:00,3565,419,640,34.11
DEKALB,HAWTHORNE ELEMENTARY,07:03:00,19:20:00,1899-12-30 07:03:00,1899-12-30 19:20:00,3793,658,804,53.57
DEKALB,HENDERSON MILL ELEMENTARY SCH,07:02:00,19:38:00,1899-12-30 07:02:00,1899-12-30 19:38:00,4751,762,1185,60.48
DEKALB,HILLSIDE PRESBYTERIAN CHURCH,07:41:00,18:56:00,1899-12-30 07:41:00,1899-12-30 18:56:00,2433,283,511,25.16
DEKALB,HUGH OTIS BURGESS ELEM SCHOOL,07:06:00,19:09:00,1899-12-30 07:06:00,1899-12-30 19:09:00,3351,592,1125,49.13
DEKALB,HUNTLEY HILLS ELEMENTARY SCH,07:04:00,18:55:00,1899-12-30 07:04:00,1899-12-30 18:55:00,3281,567,595,47.85
DEKALB,IDLEWOOD ELEMENTARY SCHOOL,07:04:00,19:01:00,1899-12-30 07:04:00,1899-12-30 19:01:00,2334,356,442,29.79
DEKALB,INDIAN CREEK BAPTIST CHURCH,07:02:00,19:30:00,1899-12-30 07:02:00,1899-12-30 19:30:00,2243,234,308,18.77
DEKALB,INTERNATIONAL COMMUNITY SCHOOL,07:23:00,19:01:00,1899-12-30 07:23:00,1899-12-30 19:01:00,2100,379,745,32.58
DEKALB,INTERNATIONAL COMMUNITY SCHOOL,07:21:00,19:05:00,1899-12-30 07:21:00,1899-12-30 19:05:00,2614,557,806,47.47
DEKALB,INTOWN COMMUNITY CHURCH,07:01:00,19:01:00,1899-12-30 07:01:00,1899-12-30 19:01:00,2132,276,671,23
DEKALB,ISRAEL BAPTIST CHURCH,07:04:00,19:24:00,1899-12-30 07:04:00,1899-12-30 19:24:00,4439,784,1537,63.57
DEKALB,JOHN LEWIS ELEMENTARY,07:03:00,18:55:00,1899-12-30 07:03:00,1899-12-30 18:55:00,1956,318,392,26.8
DEKALB,JOLLY ELEMENTARY SCHOOL,07:11:00,18:58:00,1899-12-30 07:11:00,1899-12-30 18:58:00,3503,388,669,32.93
DEKALB,KELLEY CHAPEL UNITED METHODIST,07:07:00,18:58:00,1899-12-30 07:07:00,1899-12-30 18:58:00,1275,208,409,17.55
DEKALB,KELLY LAKE ELEMENTARY SCHOOL,07:04:00,19:02:00,1899-12-30 07:04:00,1899-12-30 19:02:00,2979,348,641,29.08
DEKALB,KINGSLEY ELEMENTARY SCHOOL,07:15:00,18:58:00,1899-12-30 07:15:00,1899-12-30 18:58:00,2416,366,823,31.24
DEKALB,KITTREDGE MAGNET SCHOOL,07:07:00,20:53:00,1899-12-30 07:07:00,1899-12-30 20:53:00,2060,292,639,21.21
DEKALB,LAKESIDE HIGH SCHOOL,07:03:00,18:56:00,1899-12-30 07:03:00,1899-12-30 18:56:00,3114,453,1028,38.12
DEKALB,LAWRENCEVL RD UNITED METH CHU,07:11:00,19:13:00,1899-12-30 07:11:00,1899-12-30 19:13:00,2446,402,546,33.41
DEKALB,LAWRENCEVL RD UNITED METH CHU,07:06:00,19:00:00,1899-12-30 07:06:00,1899-12-30 19:00:00,1765,267,584,22.44
DEKALB,LITHONIA CITY HALL,07:06:00,19:03:00,1899-12-30 07:06:00,1899-12-30 19:03:00,1648,234,191,19.58
DEKALB,LITHONIA HIGH SCHOOL,07:02:00,19:01:00,1899-12-30 07:02:00,1899-12-30 19:01:00,3443,523,502,43.64
DEKALB,LIVSEY ELEMENTARY SCHOOL,07:06:00,19:01:00,1899-12-30 07:06:00,1899-12-30 19:01:00,1310,188,433,15.78
DEKALB,MARBUT ELEMENTARY SCHOOL,07:11:00,19:13:00,1899-12-30 07:11:00,1899-12-30 19:13:00,4062,583,675,48.45
DEKALB,MARGARET HARRIS EDUC CENTER,07:02:00,19:28:00,1899-12-30 07:02:00,1899-12-30 19:28:00,1385,267,275,21.47
DEKALB,MARGARET HARRIS EDUC CENTER,07:10:00,19:43:00,1899-12-30 07:10:00,1899-12-30 19:43:00,3125,445,606,35.46
DEKALB,MIDVALE ELEMENTARY SCHOOL,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,2686,402,923,33.97
DEKALB,MILLER GROVE HIGH SCHOOL,07:03:00,20:01:00,1899-12-30 07:03:00,1899-12-30 20:01:00,3349,815,439,62.85
DEKALB,MILLER GROVE HIGH SCHOOL,07:27:00,18:58:00,1899-12-30 07:27:00,1899-12-30 18:58:00,2709,242,590,21.01
DEKALB,MILLER GROVE MIDDLE,07:03:00,21:51:00,1899-12-30 07:03:00,1899-12-30 21:51:00,7018,874,1278,59.05
DEKALB,MONTCLAIR ELEMENTARY SCHOOL,07:02:00,18:55:00,1899-12-30 07:02:00,1899-12-30 18:55:00,2133,349,226,29.37
DEKALB,MONTGOMERY ELEMENTARY SCHOOL,07:08:00,19:08:00,1899-12-30 07:08:00,1899-12-30 19:08:00,3542,516,751,43
DEKALB,MONTGOMERY ELEMENTARY SCHOOL,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,2286,376,607,31.46
DEKALB,MOUNT CARMEL CHRISTIAN CHURCH,07:12:00,19:18:00,1899-12-30 07:12:00,1899-12-30 19:18:00,2057,368,735,30.41
DEKALB,MOUNT MORIAH BAPTIST CHURCH,07:02:00,19:07:00,1899-12-30 07:02:00,1899-12-30 19:07:00,2568,388,613,32.11
DEKALB,MURPHEY CANDLER ELEM,07:10:00,19:06:00,1899-12-30 07:10:00,1899-12-30 19:06:00,3530,621,766,52.04
DEKALB,NARVIE J HARRIS ELEMENTARY SCH,07:32:00,22:07:00,1899-12-30 07:32:00,1899-12-30 22:07:00,3877,478,983,32.78
DEKALB,NEIGHBORHOOD CHURCH,07:16:00,20:43:00,1899-12-30 07:16:00,1899-12-30 20:43:00,3849,495,1641,36.8
DEKALB,NEIGHBORHOOD CHURCH,07:06:00,19:02:00,1899-12-30 07:06:00,1899-12-30 19:02:00,2930,458,1057,38.38
DEKALB,NEW BEGINNING FULL GOSPEL BAPT,07:20:00,21:12:00,1899-12-30 07:20:00,1899-12-30 21:12:00,3420,342,839,24.66
DEKALB,NEW BETHEL A.M.E. CHURCH,07:34:00,19:39:00,1899-12-30 07:34:00,1899-12-30 19:39:00,3799,619,1087,51.23
DEKALB,NEW BIRTH MISSIONARY BAPTIST,07:09:00,19:21:00,1899-12-30 07:09:00,1899-12-30 19:21:00,3425,465,564,38.11
DEKALB,NEW LIFE COMMUNITY CENTER,07:06:00,19:04:00,1899-12-30 07:06:00,1899-12-30 19:04:00,2544,234,532,19.55
DEKALB,NORTH ATLANTA CHURCH OF CHRIST,07:14:00,18:57:00,1899-12-30 07:14:00,1899-12-30 18:57:00,2492,400,766,34.14
DEKALB,NORTH PEACHTREE BAPTIST CHURCH,07:05:00,18:53:00,1899-12-30 07:05:00,1899-12-30 18:53:00,1823,202,378,17.12
DEKALB,OAK GROVE ELEMENTARY SCHOOL,07:04:00,19:02:00,1899-12-30 07:04:00,1899-12-30 19:02:00,2129,298,671,24.9
DEKALB,OAK VIEW ELEMENTARY SCHOOL,07:16:00,19:06:00,1899-12-30 07:16:00,1899-12-30 19:06:00,4827,676,995,57.13
DEKALB,OAKCLIFF ELEMENTARY SCHOOL,07:06:00,18:59:00,1899-12-30 07:06:00,1899-12-30 18:59:00,2021,281,253,23.65
DEKALB,OBAMA ELEMENTARY,07:30:00,18:59:00,1899-12-30 07:30:00,1899-12-30 18:59:00,1932,318,449,27.69
DEKALB,OBAMA ELEMENTARY,07:15:00,20:47:00,1899-12-30 07:15:00,1899-12-30 20:47:00,3463,516,855,38.13
DEKALB,PANOLA WAY ELEMENTARY SCHOOL,07:11:00,19:34:00,1899-12-30 07:11:00,1899-12-30 19:34:00,2155,122,288,9.85
DEKALB,PEACE BAPTIST CHURCH,07:04:00,19:00:00,1899-12-30 07:04:00,1899-12-30 19:00:00,2456,231,426,19.36
DEKALB,PEACHTREE MIDDLE SCHOOL,07:10:00,19:34:00,1899-12-30 07:10:00,1899-12-30 19:34:00,3847,474,697,38.23
DEKALB,PEACHTREE MIDDLE SCHOOL,07:08:00,19:09:00,1899-12-30 07:08:00,1899-12-30 19:09:00,3374,499,687,41.53
DEKALB,PRINCETON ELEMENTARY SCHOOL,07:05:00,20:42:00,1899-12-30 07:05:00,1899-12-30 20:42:00,2340,398,435,29.23
DEKALB,RAINBOW ELEMENTARY SCHOOL,07:25:00,20:24:00,1899-12-30 07:25:00,1899-12-30 20:24:00,3696,513,927,39.51
DEKALB,RAY OF HOPE CHRISTIAN CHURCH,10:29:00,19:18:00,1899-12-30 10:29:00,1899-12-30 19:18:00,1902,366,542,41.51
DEKALB,REDAN ELEMENTARY SCHOOL,07:02:00,22:12:00,1899-12-30 07:02:00,1899-12-30 22:12:00,2911,427,598,28.15
DEKALB,REDAN MIDDLE SCHOOL,07:31:00,19:04:00,1899-12-30 07:31:00,1899-12-30 19:04:00,2440,362,595,31.34
DEKALB,ROBERT SHAW ELEMENTARY SCHOOL,07:14:00,18:59:00,1899-12-30 07:14:00,1899-12-30 18:59:00,2765,410,564,34.89
DEKALB,ROCK CHAPEL ELEM SCHOOL,07:08:00,21:14:00,1899-12-30 07:08:00,1899-12-30 21:14:00,2786,461,493,32.7
DEKALB,ROCK CHAPEL ELEM SCHOOL,07:09:00,20:35:00,1899-12-30 07:09:00,1899-12-30 20:35:00,3987,624,913,46.45
DEKALB,ROCK OF AGES LUTHERAN CHURCH,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,3016,290,316,24.3
DEKALB,ROCKBRIDGE ELEMENTARY SCHOOL,07:11:00,18:53:00,1899-12-30 07:11:00,1899-12-30 18:53:00,3420,407,462,34.79
DEKALB,RONALD E MCNAIR DISCOVERY LEAR,07:14:00,18:59:00,1899-12-30 07:14:00,1899-12-30 18:59:00,4499,647,1102,55.06
DEKALB,"RONALD MCNAIR SR.,HIGH SCHOOL",07:06:00,19:16:00,1899-12-30 07:06:00,1899-12-30 19:16:00,3989,637,1020,52.36
DEKALB,ROWLAND ELEMENTARY SCHOOL,07:03:00,19:38:00,1899-12-30 07:03:00,1899-12-30 19:38:00,3670,380,623,30.2
DEKALB,SAGAMORE HILLS ELEMENTARY SCH,07:04:00,18:58:00,1899-12-30 07:04:00,1899-12-30 18:58:00,2993,389,734,32.69
DEKALB,SAGAMORE HILLS ELEMENTARY SCH,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,2849,430,1027,36.34
DEKALB,SAINT PHILIP AME CHURCH,07:09:00,19:02:00,1899-12-30 07:09:00,1899-12-30 19:02:00,3416,408,628,34.33
DEKALB,SAINT PHILIP AME CHURCH,07:06:00,18:59:00,1899-12-30 07:06:00,1899-12-30 18:59:00,4024,631,1172,53.1
DEKALB,SALEM MIDDLE SCHOOL,07:06:00,21:02:00,1899-12-30 07:06:00,1899-12-30 21:02:00,3433,528,1015,37.89
DEKALB,SHADOW ROCK ELEMENTARY SCHOOL,07:14:00,20:27:00,1899-12-30 07:14:00,1899-12-30 20:27:00,4201,660,1126,49.94
DEKALB,SMOKE RISE BAPTIST CHURCH,07:06:00,19:07:00,1899-12-30 07:06:00,1899-12-30 19:07:00,1701,381,516,31.71
DEKALB,SNAPFINGER ELEMENTARY SCHOOL,07:17:00,18:58:00,1899-12-30 07:17:00,1899-12-30 18:58:00,1833,323,579,27.65
DEKALB,SOLID ROCK AME ZION CHURCH,07:19:00,19:53:00,1899-12-30 07:19:00,1899-12-30 19:53:00,4662,576,1490,45.84
DEKALB,ST MARTIN THE FIELDS EPIS CHU,07:04:00,19:28:00,1899-12-30 07:04:00,1899-12-30 19:28:00,2853,468,724,37.74
DEKALB,STEPHENSON MIDDLE SCHOOL,07:07:00,19:18:00,1899-12-30 07:07:00,1899-12-30 19:18:00,3685,610,925,50.07
DEKALB,STONE MILL ELEMENTARY SCHOOL,07:07:00,18:58:00,1899-12-30 07:07:00,1899-12-30 18:58:00,3504,165,331,13.92
DEKALB,STONE MOUNTAIN ELEMENTARY SCH,07:02:00,19:25:00,1899-12-30 07:02:00,1899-12-30 19:25:00,2264,246,666,19.87
DEKALB,STONE MOUNTAIN MIDDLE SCHOOL,09:42:00,19:10:00,1899-12-30 09:42:00,1899-12-30 19:10:00,3062,248,218,26.2
DEKALB,STONECREST LIBRARY,07:14:00,21:59:00,1899-12-30 07:14:00,1899-12-30 21:59:00,3476,504,677,34.17
DEKALB,STONEVIEW ELEMENTARY SCHOOL,09:15:00,18:59:00,1899-12-30 09:15:00,1899-12-30 18:59:00,1920,169,250,17.36
DEKALB,STRAIGHT LIFE CHURCH OF GOD,07:05:00,19:48:00,1899-12-30 07:05:00,1899-12-30 19:48:00,1832,275,343,21.63
DEKALB,STRONGHOLD CHRISTIAN CHURCH,10:27:00,19:52:00,1899-12-30 10:27:00,1899-12-30 19:52:00,3348,470,698,49.91
DEKALB,THE CHURCH AT CHAPEL HILL-DUNWOODY CAMPUS,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,2813,330,588,27.65
DEKALB,THE CHURCH AT DECATUR HEIGHTS,07:02:00,19:01:00,1899-12-30 07:02:00,1899-12-30 19:01:00,3206,520,1278,43.39
DEKALB,THE CLUB HOUSE,07:05:00,20:22:00,1899-12-30 07:05:00,1899-12-30 20:22:00,621,186,146,14
DEKALB,TONEY ELEMENTARY SCHOOL,08:03:00,19:04:00,1899-12-30 08:03:00,1899-12-30 19:04:00,1700,200,403,18.15
DEKALB,TUCKER FIRST UNITED METHODIST CHURCH / WESLEY CENTER,07:59:00,19:29:00,1899-12-30 07:59:00,1899-12-30 19:29:00,2819,342,785,29.74
DEKALB,UNIVERSITY BAPTIST CHURCH,07:03:00,19:11:00,1899-12-30 07:03:00,1899-12-30 19:11:00,3297,574,606,47.31
DEKALB,VALLEY BROOK BAPTIST CHURCH,06:58:00,18:59:00,1899-12-30 06:58:00,1899-12-30 18:59:00,2567,518,805,43.11
DEKALB,VICTORY CHURCH,07:07:00,18:59:00,1899-12-30 07:07:00,1899-12-30 18:59:00,2238,298,430,25.11
DEKALB,WADSWORTH ELEMENTARY SCHOOL,07:07:00,18:55:00,1899-12-30 07:07:00,1899-12-30 18:55:00,2470,371,510,31.44
DEKALB,WARREN TECHNICAL SCHOOL,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,1328,219,273,18.43
DEKALB,WHITE OAK HILLS BAPTIST CHURCH,07:15:00,19:09:00,1899-12-30 07:15:00,1899-12-30 19:09:00,2880,376,409,31.6
DEKALB,WILLIAM C BROWN LIBRARY,07:15:00,19:07:00,1899-12-30 07:15:00,1899-12-30 19:07:00,2815,462,916,38.93
DEKALB,WOODRIDGE ELEMENTARY SCHOOL,07:13:00,20:44:00,1899-12-30 07:13:00,1899-12-30 20:44:00,3731,440,764,32.55
DODGE,CHAUNCY VOTING PRECINCT,07:03:00,18:46:00,1899-12-30 07:03:00,1899-12-30 18:46:00,408,124,92,10.58
DODGE,CHESTER CITY HALL,07:08:00,18:49:00,1899-12-30 07:08:00,1899-12-30 18:49:00,501,124,98,10.61
DODGE,CLARKS VOTING PRECINCT,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,105,31,19,2.62
DODGE,EDDINS VOTING PRECINCT,07:20:00,18:58:00,1899-12-30 07:20:00,1899-12-30 18:58:00,1010,200,284,17.19
DODGE,EMPIRE VOTING PRECINCT,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,450,91,83,7.63
DODGE,JAYBIRD VOTING PRECINCT,07:23:00,19:00:00,1899-12-30 07:23:00,1899-12-30 19:00:00,210,77,33,6.63
DODGE,JONES VOTING PRECINCT,07:08:00,18:43:00,1899-12-30 07:08:00,1899-12-30 18:43:00,435,135,100,11.65
DODGE,MCCRANIE VOTING PRECINCT,07:07:00,19:08:00,1899-12-30 07:07:00,1899-12-30 19:08:00,296,113,73,9.4
DODGE,MILAN VOTING PRECINCT,07:12:00,18:55:00,1899-12-30 07:12:00,1899-12-30 18:55:00,321,104,54,8.88
DODGE,MITCHELL VOTING PRECINCT,07:07:00,18:54:00,1899-12-30 07:07:00,1899-12-30 18:54:00,331,127,85,10.78
DODGE,PLAINFIELD VOTING PRECINCT,07:19:00,18:59:00,1899-12-30 07:19:00,1899-12-30 18:59:00,454,137,120,11.74
DODGE,RAWLINS VOTING PRECINCT,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,901,185,253,15.48
DODGE,RHINE COMMUNITY CENTER,07:34:00,19:01:00,1899-12-30 07:34:00,1899-12-30 19:01:00,678,209,193,18.25
DODGE,TERRY L. COLEMAN CONFERENCE CENTER,07:03:00,18:58:00,1899-12-30 07:03:00,1899-12-30 18:58:00,4802,670,1448,56.22
DODGE,VILULA VOTING PRECINCT,07:04:00,18:57:00,1899-12-30 07:04:00,1899-12-30 18:57:00,166,88,19,7.41
DODGE,YONKER VOTING PRECINCT,07:10:00,18:45:00,1899-12-30 07:10:00,1899-12-30 18:45:00,257,52,45,4.49
DOOLY,BYROMVILLE VOTING PRECINCT,07:08:00,18:55:00,1899-12-30 07:08:00,1899-12-30 18:55:00,611,144,135,12.22
DOOLY,LILLY VOTING PRECINCT,07:24:00,18:53:00,1899-12-30 07:24:00,1899-12-30 18:53:00,556,100,118,8.71
DOOLY,PINEHURST VOTING PRECINCT,07:09:00,18:47:00,1899-12-30 07:09:00,1899-12-30 18:47:00,468,70,145,6.02
DOOLY,UNADILLA CITY HALL,07:07:00,19:07:00,1899-12-30 07:07:00,1899-12-30 19:07:00,1625,287,340,23.92
DOOLY,VIENNA VOTING PRECINCT,07:08:00,19:00:00,1899-12-30 07:08:00,1899-12-30 19:00:00,2710,351,674,29.58
DOUGHERTY,1ST CHRISTIAN CHURCH,07:07:00,19:18:00,1899-12-30 07:07:00,1899-12-30 19:18:00,1526,244,316,20.03
DOUGHERTY,2ND MT ZION CHURCH,07:11:00,18:54:00,1899-12-30 07:11:00,1899-12-30 18:54:00,1423,228,304,19.46
DOUGHERTY,ALBANY MIDDLE SCHOOL,07:35:00,18:57:00,1899-12-30 07:35:00,1899-12-30 18:57:00,1952,212,254,18.65
DOUGHERTY,ALICE COACHMAN ELEM,07:23:00,18:51:00,1899-12-30 07:23:00,1899-12-30 18:51:00,745,103,226,8.98
DOUGHERTY,BILL MILLER CENTER,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,2452,273,294,23.07
DOUGHERTY,CARVER TEEN CENTER,08:20:00,18:57:00,1899-12-30 08:20:00,1899-12-30 18:57:00,1736,130,189,12.24
DOUGHERTY,CHRIST CHURCH,07:21:00,18:57:00,1899-12-30 07:21:00,1899-12-30 18:57:00,1849,346,467,29.83
DOUGHERTY,COVENANT PRESBYTERIAN CHURCH,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,2372,303,339,25.36
DOUGHERTY,DARTON COLLEGE,07:08:00,19:16:00,1899-12-30 07:08:00,1899-12-30 19:16:00,4350,488,748,40.22
DOUGHERTY,GREENBRIAR CHURCH,07:08:00,19:21:00,1899-12-30 07:08:00,1899-12-30 19:21:00,3835,575,968,47.07
DOUGHERTY,INTERNATIONAL STUDIES ELEM,07:52:00,18:52:00,1899-12-30 07:52:00,1899-12-30 18:52:00,1009,128,222,11.64
DOUGHERTY,JACKSON HEIGHTS ELEM,07:20:00,19:00:00,1899-12-30 07:20:00,1899-12-30 19:00:00,2623,245,352,21
DOUGHERTY,LAMAR REESE ELEMENTARY SCHOOL,07:18:00,18:57:00,1899-12-30 07:18:00,1899-12-30 18:57:00,1092,146,279,12.53
DOUGHERTY,LITMAN CATHEDRAL,07:32:00,18:55:00,1899-12-30 07:32:00,1899-12-30 18:55:00,1522,167,184,14.67
DOUGHERTY,LOVETT HALL,08:18:00,18:57:00,1899-12-30 08:18:00,1899-12-30 18:57:00,1462,43,28,4.04
DOUGHERTY,MERRY ACRES MIDDLE SCHOOL,07:37:00,19:03:00,1899-12-30 07:37:00,1899-12-30 19:03:00,2480,423,451,37
DOUGHERTY,MT ZION CENTER,07:24:00,18:59:00,1899-12-30 07:24:00,1899-12-30 18:59:00,3710,350,544,30.22
DOUGHERTY,PALMYRA RD METHODIST CHURCH,07:04:00,18:59:00,1899-12-30 07:04:00,1899-12-30 18:59:00,2752,301,406,25.26
DOUGHERTY,PHOEBE EAST,07:04:00,19:04:00,1899-12-30 07:04:00,1899-12-30 19:04:00,3138,321,343,26.75
DOUGHERTY,PHOEBE HEALTHWORKS,07:46:00,19:05:00,1899-12-30 07:46:00,1899-12-30 19:05:00,1700,129,144,11.4
DOUGHERTY,PINE BLUFF BAPTIST CHURCH,07:04:00,19:02:00,1899-12-30 07:04:00,1899-12-30 19:02:00,2220,321,404,26.82
DOUGHERTY,PUTNEY FIRST BAPTIST CHURCH,07:04:00,19:00:00,1899-12-30 07:04:00,1899-12-30 19:00:00,2763,449,498,37.63
DOUGHERTY,RADIUM MIDDLE SCHOOL,07:29:00,18:38:00,1899-12-30 07:29:00,1899-12-30 18:38:00,688,113,133,10.13
DOUGHERTY,SHERWOOD ELEM SCHOOL,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,3265,472,462,39.44
DOUGHERTY,SHILOH BAPTIST CHURCH,07:11:00,19:00:00,1899-12-30 07:11:00,1899-12-30 19:00:00,1560,131,166,11.09
DOUGHERTY,TURNER ELEM SCHOOL,07:43:00,18:56:00,1899-12-30 07:43:00,1899-12-30 18:56:00,1330,48,61,4.28
DOUGHERTY,WESTOVER HIGH SCHOOL,07:08:00,19:15:00,1899-12-30 07:08:00,1899-12-30 19:15:00,3379,571,758,47.13
DOUGHERTY,WESTTOWN ELEM SCHOOL,07:05:00,19:00:00,1899-12-30 07:05:00,1899-12-30 19:00:00,3231,444,700,37.26
DOUGLAS,ARBOR STATION ELEMENTARY SCHOOL,07:21:00,18:57:00,1899-12-30 07:21:00,1899-12-30 18:57:00,2845,419,517,36.12
DOUGLAS,ATLANTA WEST PENTECOSTAL CHURCH,07:29:00,20:07:00,1899-12-30 07:29:00,1899-12-30 20:07:00,3854,463,465,36.65
DOUGLAS,BEULAH BAPTIST CHURCH,07:06:00,19:15:00,1899-12-30 07:06:00,1899-12-30 19:15:00,3325,406,708,33.42
DOUGLAS,BOUNDARY WATERS AQUATIC CENTER,07:02:00,19:40:00,1899-12-30 07:02:00,1899-12-30 19:40:00,4000,639,941,50.58
DOUGLAS,BRIGHT STAR UNITED METHODIST CHURCH,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,2569,354,604,29.62
DOUGLAS,CHAPEL HILL MIDDLE SCHOOL,07:18:00,19:02:00,1899-12-30 07:18:00,1899-12-30 19:02:00,3844,627,908,53.44
DOUGLAS,CHARLES F. GOLDEN METHODIST CHURCH,07:08:00,19:25:00,1899-12-30 07:08:00,1899-12-30 19:25:00,5292,740,974,60.24
DOUGLAS,CHURCH AT CHAPEL HILL,07:29:00,19:22:00,1899-12-30 07:29:00,1899-12-30 19:22:00,6092,886,1606,74.56
DOUGLAS,DEER LICK PARK REC. CTR.,07:04:00,18:59:00,1899-12-30 07:04:00,1899-12-30 18:59:00,2878,317,581,26.6
DOUGLAS,DOG RIVER LIBRARY,07:07:00,19:00:00,1899-12-30 07:07:00,1899-12-30 19:00:00,4674,569,1350,47.88
DOUGLAS,DORSETT SHOALS ELEMENTARY SCHOOL,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,3729,369,736,30.84
DOUGLAS,EPHESUS BAPTIST CHURCH,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,3792,523,1064,43.7
DOUGLAS,FACTORY SHOALS MIDDLE SCHOOL,07:03:00,19:03:00,1899-12-30 07:03:00,1899-12-30 19:03:00,4078,563,1189,46.92
DOUGLAS,FIRST BAPTIST DOUGLASVILLE,07:04:00,18:51:00,1899-12-30 07:04:00,1899-12-30 18:51:00,2392,329,820,27.92
DOUGLAS,FIRST BAPTIST LITHIA SPRINGS,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,1830,258,399,21.8
DOUGLAS,LITHIA SPRINGS HIGH SCHOOL,08:31:00,19:21:00,1899-12-30 08:31:00,1899-12-30 19:21:00,5650,828,1280,76.43
DOUGLAS,LUTHERAN CHURCH OF THE GOOD SHEPHERD,07:12:00,19:07:00,1899-12-30 07:12:00,1899-12-30 19:07:00,3939,644,1082,54.04
DOUGLAS,MIRROR LAKE ELEMENTARY SCHOOL,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,6409,846,1281,70.79
DOUGLAS,OLD COURTHOUSE,07:13:00,20:43:00,1899-12-30 07:13:00,1899-12-30 20:43:00,5408,519,1034,38.44
DOUGLAS,PRAY'S MILL GYM,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,5233,672,1324,56
DOUGLAS,STEWART MIDDLE SCHOOL,07:02:00,18:51:00,1899-12-30 07:02:00,1899-12-30 18:51:00,3079,396,570,33.51
DOUGLAS,TURNER MIDDLE SCHOOL,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,3655,506,735,42.17
DOUGLAS,WINSTON ELEMENTARY SCHOOL,07:29:00,18:53:00,1899-12-30 07:29:00,1899-12-30 18:53:00,1821,292,408,25.61
EARLY,CEDAR SPRINGS COMMUNITY HOUSE,07:05:00,18:55:00,1899-12-30 07:05:00,1899-12-30 18:55:00,1085,137,269,11.58
EARLY,CUBA FIRE HOUSE,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,1167,208,331,17.41
EARLY,EARLY COUNTY BOARD OF ELECTIONS,07:02:00,19:01:00,1899-12-30 07:02:00,1899-12-30 19:01:00,3514,576,967,48.07
EARLY,ROWENA COMMUNITY HOUSE,07:05:00,18:53:00,1899-12-30 07:05:00,1899-12-30 18:53:00,920,184,236,15.59
EARLY,URQUHART COMMUNITY HOUSE,07:26:00,18:53:00,1899-12-30 07:26:00,1899-12-30 18:53:00,665,127,237,11.09
ECHOLS,ECHOLS COMMUNITY CENTER,07:08:00,19:01:00,1899-12-30 07:08:00,1899-12-30 19:01:00,2113,292,669,24.57
