,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density: Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others
616,"Sweetwater 02, Cobb County, Georgia",7000000US1306700SW02,5321.0,953.0,1225.0,2834.0,89.0,175.0,45.0,0.17910167261792895,0.23021988348054878,0.5326066528847961,0.016726179289607217,0.032888554782935536,0.008457056944183423
617,"Terrell Mill 01, Cobb County, Georgia",7000000US1306700TM01,9811.0,1150.0,3018.0,3298.0,1089.0,840.0,416.0,0.1172153705024972,0.3076139027622057,0.33615329731933546,0.11099785954540821,0.08561818367138925,0.042401386199164205
618,"Timber Ridge 01, Cobb County, Georgia",7000000US1306700TR01,3091.0,155.0,2433.0,98.0,300.0,94.0,11.0,0.050145583953413134,0.7871239081203494,0.03170494985441605,0.09705596894208994,0.030410870268521514,0.0035587188612099642
619,"Vaughan 01, Cobb County, Georgia",7000000US1306700VA01,4091.0,258.0,3028.0,449.0,113.0,208.0,35.0,0.06306526521632852,0.7401613297482278,0.10975311659740894,0.02762160840870203,0.050843314593009045,0.008555365436323637
620,"Vinings 01, Cobb County, Georgia",7000000US1306700VG01,4398.0,327.0,2279.0,1285.0,331.0,148.0,28.0,0.07435197817189632,0.5181900864029104,0.2921782628467485,0.07526148249204184,0.03365165984538426,0.006366530241018645
621,"Vinings 02, Cobb County, Georgia",7000000US1306700VG02,9643.0,669.0,3936.0,2728.0,1840.0,371.0,99.0,0.06937674997407446,0.4081717307891735,0.28289951259981333,0.19081198797054857,0.03847350409623561,0.010266514570154517
622,"Vinings 03, Cobb County, Georgia",7000000US1306700VG03,5810.0,344.0,2745.0,2179.0,279.0,235.0,28.0,0.059208261617900174,0.4724612736660929,0.37504302925989674,0.04802065404475043,0.04044750430292599,0.004819277108433735
623,"Vinings 04, Cobb County, Georgia",7000000US1306700VG04,4202.0,188.0,2709.0,1021.0,125.0,137.0,22.0,0.0447405997144217,0.6446930033317468,0.2429795335554498,0.02974773917182294,0.032603522132317944,0.005235602094240838
624,"Wade Green 02, Cobb County, Georgia",7000000US1306700WG02,6409.0,791.0,3408.0,1433.0,285.0,374.0,118.0,0.12342019035731003,0.5317522234357934,0.22359182399750352,0.04446871586831019,0.058355437665782495,0.01841160867530036
625,"Willeo 01, Cobb County, Georgia",7000000US1306700WL01,3629.0,180.0,2936.0,136.0,181.0,166.0,30.0,0.049600440892807934,0.8090383025626895,0.037475888674566,0.04987599889776798,0.04574262882336732,0.008266740148801324
626,"DOUGLAS, Coffee County, Georgia",7000000US13069000001,28571.0,4102.0,14775.0,8546.0,245.0,787.0,116.0,0.14357215358230374,0.5171327569913549,0.2991144867173008,0.008575128626929404,0.027545413181197718,0.004060060900913514
627,"AMBROSE, Coffee County, Georgia",7000000US13069000002,3264.0,383.0,2273.0,515.0,10.0,74.0,9.0,0.1173406862745098,0.6963848039215687,0.15778186274509803,0.0030637254901960784,0.02267156862745098,0.0027573529411764708
628,"BRIDGETOWN, Coffee County, Georgia",7000000US13069000003,427.0,14.0,319.0,76.0,0.0,18.0,0.0,0.03278688524590164,0.747072599531616,0.17798594847775176,0.0,0.04215456674473068,0.0
629,"BROXTON, Coffee County, Georgia",7000000US13069000004,3595.0,368.0,2430.0,610.0,14.0,162.0,11.0,0.10236439499304589,0.6759388038942976,0.16968011126564672,0.003894297635605007,0.04506258692628651,0.00305980528511822
630,"NICHOLLS, Coffee County, Georgia",7000000US13069000005,5779.0,420.0,3163.0,2061.0,20.0,108.0,7.0,0.07267693372555806,0.5473265270808099,0.35663609621041703,0.003460806367883717,0.01868835438657207,0.001211282228759301
631,"WEST GREEN, Coffee County, Georgia",7000000US13069000006,1456.0,143.0,1198.0,64.0,10.0,39.0,2.0,0.09821428571428571,0.8228021978021978,0.04395604395604396,0.006868131868131868,0.026785714285714284,0.0013736263736263737
632,"SHAW, Colquitt County, Georgia",7000000US13071000001,6464.0,908.0,1281.0,4025.0,23.0,189.0,38.0,0.14047029702970298,0.19817450495049505,0.6226794554455446,0.0035581683168316833,0.029238861386138616,0.005878712871287129
633,"MOULTRIE, Colquitt County, Georgia",7000000US13071000002,8718.0,1361.0,4136.0,2925.0,64.0,204.0,28.0,0.15611378756595548,0.47442073870153706,0.3355127322780454,0.00734113328745125,0.02339986235375086,0.003211745813259922
634,"AUTREYVILLE, Colquitt County, Georgia",7000000US13071000007,3367.0,802.0,1963.0,447.0,75.0,62.0,18.0,0.23819423819423818,0.583011583011583,0.13275913275913276,0.022275022275022274,0.018414018414018414,0.005346005346005346
635,"BRIDGECREEK, Colquitt County, Georgia",7000000US13071000008,2293.0,742.0,1450.0,61.0,5.0,27.0,8.0,0.3235935455734845,0.6323593545573485,0.026602703881378108,0.002180549498473615,0.011774967291757523,0.0034888791975577847
636,"CROSLAND, Colquitt County, Georgia",7000000US13071000009,527.0,117.0,323.0,69.0,2.0,16.0,0.0,0.222011385199241,0.6129032258064516,0.13092979127134724,0.003795066413662239,0.030360531309297913,0.0
637,"DOERUN, Colquitt County, Georgia",7000000US13071000010,1010.0,60.0,593.0,318.0,5.0,28.0,6.0,0.0594059405940594,0.5871287128712871,0.31485148514851485,0.0049504950495049506,0.027722772277227723,0.005940594059405941
638,"FUNSTON, Colquitt County, Georgia",7000000US13071000011,1745.0,369.0,1130.0,202.0,7.0,25.0,12.0,0.21146131805157592,0.6475644699140402,0.11575931232091691,0.0040114613180515755,0.014326647564469915,0.006876790830945559
639,"HAMILTON, Colquitt County, Georgia",7000000US13071000012,1171.0,55.0,1031.0,36.0,13.0,35.0,1.0,0.04696840307429547,0.8804440649017934,0.030742954739538857,0.011101622544833475,0.029888983774551667,0.0008539709649871904
640,"HARTSFIELD, Colquitt County, Georgia",7000000US13071000013,556.0,18.0,502.0,13.0,2.0,18.0,3.0,0.03237410071942446,0.9028776978417267,0.023381294964028777,0.0035971223021582736,0.03237410071942446,0.00539568345323741
641,"HOPEWELL, Colquitt County, Georgia",7000000US13071000014,2910.0,648.0,1948.0,188.0,39.0,67.0,20.0,0.22268041237113403,0.6694158075601374,0.06460481099656358,0.013402061855670102,0.02302405498281787,0.006872852233676976
642,"LEE, Colquitt County, Georgia",7000000US13071000015,2499.0,858.0,1302.0,265.0,22.0,47.0,5.0,0.3433373349339736,0.5210084033613446,0.10604241696678672,0.008803521408563426,0.018807523009203683,0.0020008003201280513
643,"MILLCREEK, Colquitt County, Georgia",7000000US13071000016,671.0,50.0,568.0,41.0,4.0,5.0,3.0,0.07451564828614009,0.8464977645305514,0.06110283159463487,0.005961251862891207,0.007451564828614009,0.004470938897168405
644,"MONK, Colquitt County, Georgia",7000000US13071000017,2717.0,291.0,2033.0,321.0,16.0,44.0,12.0,0.10710342289289658,0.7482517482517482,0.11814501288185499,0.005888847994111152,0.016194331983805668,0.004416635995583364
645,"MURPHY, Colquitt County, Georgia",7000000US13071000018,1482.0,95.0,1250.0,56.0,38.0,33.0,10.0,0.0641025641025641,0.8434547908232118,0.037786774628879895,0.02564102564102564,0.022267206477732792,0.006747638326585695
646,"NORMAN PARK, Colquitt County, Georgia",7000000US13071000019,4550.0,885.0,2757.0,745.0,35.0,108.0,20.0,0.1945054945054945,0.605934065934066,0.16373626373626374,0.007692307692307693,0.023736263736263738,0.004395604395604396
647,"ROBINSON, Colquitt County, Georgia",7000000US13071000020,1641.0,302.0,1103.0,161.0,17.0,53.0,5.0,0.18403412553321147,0.6721511273613651,0.09811090798293723,0.010359536867763558,0.032297379646556976,0.0030469226081657527
648,"THIGPEN, Colquitt County, Georgia",7000000US13071000021,347.0,16.0,289.0,32.0,9.0,1.0,0.0,0.04610951008645533,0.8328530259365994,0.09221902017291066,0.025936599423631124,0.002881844380403458,0.0
649,"TYTY, Colquitt County, Georgia",7000000US13071000022,1272.0,515.0,708.0,21.0,2.0,21.0,5.0,0.404874213836478,0.5566037735849056,0.01650943396226415,0.0015723270440251573,0.01650943396226415,0.003930817610062893
650,"WARRIOR, Colquitt County, Georgia",7000000US13071000023,1958.0,617.0,1221.0,69.0,10.0,31.0,10.0,0.31511746680286007,0.6235955056179775,0.035240040858018386,0.005107252298263534,0.015832482124616958,0.005107252298263534
651,"KIOKEE BAPT CHURCH, Columbia County, Georgia",7000000US13073000010,3590.0,175.0,2864.0,264.0,18.0,234.0,35.0,0.04874651810584958,0.7977715877437326,0.07353760445682452,0.005013927576601671,0.06518105849582173,0.009749303621169917
652,"LEWIS METHODIST, Columbia County, Georgia",7000000US13073000015,5559.0,425.0,3488.0,879.0,320.0,382.0,65.0,0.0764525993883792,0.6274509803921569,0.15812196438208312,0.057564310127720814,0.06871739521496673,0.01169275049469329
653,"WOODLAWN BAPT CHURCH, Columbia County, Georgia",7000000US13073000016,1693.0,103.0,1112.0,256.0,107.0,95.0,20.0,0.060838747784997045,0.6568222090962788,0.1512108682811577,0.06320141760189013,0.05611340815121087,0.011813349084465446
654,"PATRIOTS PARK, Columbia County, Georgia",7000000US13073000017,6284.0,541.0,3863.0,1190.0,213.0,408.0,69.0,0.0860916613621897,0.6147358370464672,0.1893698281349459,0.033895607893061744,0.06492679821769573,0.01098026734563972
655,"NEW LIFE CHURCH, Columbia County, Georgia",7000000US13073000018,7416.0,770.0,3754.0,2164.0,209.0,447.0,72.0,0.10382955771305286,0.506202804746494,0.2918015102481122,0.028182308522114348,0.060275080906148866,0.009708737864077669
656,"HARLEM BRANCH LIBRARY, Columbia County, Georgia",7000000US13073000020,6039.0,361.0,4023.0,1206.0,32.0,342.0,75.0,0.059778108958436826,0.6661698956780924,0.19970193740685543,0.005298890544792184,0.05663189269746647,0.012419274714356682
657,"BESSIE THOMAS CENTER, Columbia County, Georgia",7000000US13073000025,2945.0,180.0,2373.0,215.0,21.0,132.0,24.0,0.06112054329371817,0.8057724957555178,0.0730050933786078,0.007130730050933786,0.044821731748726654,0.008149405772495755
658,"PHILADELPHIA CHURCH, Columbia County, Georgia",7000000US13073000026,4388.0,469.0,2545.0,930.0,121.0,285.0,38.0,0.1068824065633546,0.5799908842297175,0.21194165907019144,0.027575205104831357,0.06494986326344576,0.008659981768459436
659,"LIBERTY PARK, Columbia County, Georgia",7000000US13073000030,5628.0,660.0,2647.0,1792.0,78.0,383.0,68.0,0.11727078891257996,0.4703269367448472,0.31840796019900497,0.013859275053304905,0.06805259417199716,0.012082444918265814
660,"GROVETOWN METHODIST, Columbia County, Georgia",7000000US13073000031,4938.0,744.0,1994.0,1654.0,136.0,361.0,49.0,0.15066828675577157,0.4038072093965168,0.3349534224382341,0.02754151478331308,0.07310652085864723,0.009923045767517213
661,"G A APOSTOLIC CHURCH, Columbia County, Georgia",7000000US13073000032,2376.0,320.0,1350.0,491.0,65.0,141.0,9.0,0.13468013468013468,0.5681818181818182,0.20664983164983164,0.027356902356902357,0.059343434343434344,0.003787878787878788
662,"GROVETOWN MIDDLE SCH, Columbia County, Georgia",7000000US13073000033,6380.0,750.0,2943.0,2004.0,160.0,416.0,107.0,0.11755485893416928,0.46128526645768025,0.3141065830721003,0.025078369905956112,0.0652037617554859,0.01677115987460815
663,"WARREN BAPTIST CHURCH-GROVETOWN, Columbia County, Georgia",7000000US13073000034,4885.0,617.0,2009.0,1724.0,144.0,353.0,38.0,0.1263050153531218,0.4112589559877175,0.35291709314227226,0.02947799385875128,0.07226202661207778,0.0077789150460593655
664,"EUBANK/BLANCHARD CTR, Columbia County, Georgia",7000000US13073000040,2006.0,30.0,1659.0,239.0,4.0,64.0,10.0,0.014955134596211365,0.8270189431704885,0.11914257228315055,0.0019940179461615153,0.031904287138584245,0.004985044865403789
665,"SECOND MT. CARMEL BAPTIST CHURCH, Columbia County, Georgia",7000000US13073000050,902.0,31.0,430.0,376.0,5.0,51.0,9.0,0.03436807095343681,0.47671840354767187,0.41685144124168516,0.005543237250554324,0.0565410199556541,0.009977827050997782
666,"DAMASCUS BAPT CHURCH, Columbia County, Georgia",7000000US13073000051,1303.0,47.0,1120.0,66.0,4.0,51.0,15.0,0.03607060629316961,0.8595548733691482,0.05065234075211052,0.0030698388334612432,0.039140445126630855,0.011511895625479662
667,"COL CTY BOARD OF EDU, Columbia County, Georgia",7000000US13073000060,3095.0,222.0,1983.0,589.0,119.0,149.0,33.0,0.07172859450726979,0.6407108239095315,0.19030694668820677,0.03844911147011309,0.0481421647819063,0.010662358642972537
668,"GREENBRIER HIGH, Columbia County, Georgia",7000000US13073000061,5076.0,357.0,3854.0,365.0,164.0,300.0,36.0,0.07033096926713948,0.7592592592592593,0.0719070133963751,0.03230890464933018,0.0591016548463357,0.0070921985815602835
669,"REDEEMER CHURCH, Columbia County, Georgia",7000000US13073000062,6948.0,476.0,4573.0,1073.0,343.0,440.0,43.0,0.06850892343120323,0.6581750143926309,0.1544329303396661,0.04936672423719056,0.06332757628094415,0.006188831318364997
670,"RIVERSIDE ELEMENTARY, Columbia County, Georgia",7000000US13073000063,1668.0,77.0,1268.0,213.0,16.0,85.0,9.0,0.046163069544364506,0.7601918465227818,0.12769784172661872,0.009592326139088728,0.050959232613908875,0.00539568345323741
671,"GRACE BAPTIST CHURCH, Columbia County, Georgia",7000000US13073000064,4578.0,302.0,2791.0,928.0,246.0,270.0,41.0,0.06596767147225863,0.6096548711227611,0.20270860637833116,0.053735255570117955,0.05897771952817824,0.008955875928352992
672,"CHRIST SANCTIFIED, Columbia County, Georgia",7000000US13073000065,3474.0,246.0,2382.0,538.0,113.0,166.0,29.0,0.07081174438687392,0.6856649395509499,0.15486470926885434,0.032527345998848586,0.04778353483016695,0.008347725964306276
673,"BLANCHARD PARK, Columbia County, Georgia",7000000US13073000070,2295.0,126.0,1703.0,260.0,62.0,125.0,19.0,0.054901960784313725,0.7420479302832244,0.11328976034858387,0.02701525054466231,0.054466230936819175,0.008278867102396514
674,"MTZ COL FIRE DEPT #4, Columbia County, Georgia",7000000US13073000074,3166.0,330.0,1811.0,693.0,137.0,161.0,34.0,0.10423246999368288,0.5720151610865445,0.21888818698673404,0.043272267845862286,0.050852811118130135,0.010739102969046115
675,"BELAIR BAPTIST CHURCH, Columbia County, Georgia",7000000US13073000075,3247.0,233.0,2009.0,608.0,180.0,170.0,47.0,0.07175854635047736,0.6187249769017554,0.18724976901755466,0.055435786880197103,0.05235602094240838,0.014474899907607022
676,"MARVIN METHODIST, Columbia County, Georgia",7000000US13073000076,2801.0,250.0,1731.0,490.0,136.0,178.0,16.0,0.08925383791503035,0.6179935737236701,0.1749375223134595,0.048554087825776505,0.0635487325955016,0.005712245626561942
677,"WESTSIDE BAPT CHURCH, Columbia County, Georgia",7000000US13073000080,1916.0,94.0,1465.0,151.0,51.0,137.0,18.0,0.049060542797494784,0.7646137787056367,0.07881002087682672,0.02661795407098121,0.07150313152400835,0.009394572025052192
678,"TRINITY BAPT CHURCH, Columbia County, Georgia",7000000US13073000085,1599.0,110.0,1195.0,123.0,32.0,123.0,16.0,0.06879299562226392,0.7473420888055035,0.07692307692307693,0.020012507817385866,0.07692307692307693,0.010006253908692933
679,"ABILENE BAPTIST, Columbia County, Georgia",7000000US13073000090,2819.0,193.0,1964.0,403.0,83.0,151.0,25.0,0.06846399432422845,0.6967009577864491,0.1429584959205392,0.029443064916637104,0.0535650940049663,0.00886839304717985
680,"AUGUSTA CHRISTIAN, Columbia County, Georgia",7000000US13073000100,3149.0,185.0,2042.0,523.0,186.0,170.0,43.0,0.058748809145760555,0.6484598285169895,0.16608447126071768,0.05906637027627818,0.05398539218799619,0.01365512861225786
681,"STEVENS CREEK ELEM, Columbia County, Georgia",7000000US13073000105,2012.0,48.0,1548.0,78.0,252.0,72.0,14.0,0.02385685884691849,0.7693836978131213,0.03876739562624255,0.12524850894632206,0.03578528827037773,0.006958250497017893
682,"GOSPEL WATER BRANCH, Columbia County, Georgia",7000000US13073000107,2887.0,93.0,1817.0,316.0,521.0,119.0,21.0,0.03221337028056807,0.6293730516106685,0.10945618288881191,0.18046414963630067,0.04121925874610322,0.007273986837547627
683,"GENESIS CHURCH, Columbia County, Georgia",7000000US13073000108,2408.0,155.0,1683.0,189.0,264.0,110.0,7.0,0.0643687707641196,0.6989202657807309,0.07848837209302326,0.10963455149501661,0.04568106312292359,0.0029069767441860465
684,"STEVENS CREEK CHURCH, Columbia County, Georgia",7000000US13073000109,3412.0,133.0,2535.0,226.0,393.0,96.0,29.0,0.03898007033997655,0.7429660023446659,0.06623681125439625,0.11518171160609614,0.02813599062133646,0.008499413833528723
685,"MTZ COL FIRE HDQTR., Columbia County, Georgia",7000000US13073000110,2021.0,172.0,1261.0,357.0,70.0,130.0,31.0,0.0851063829787234,0.623948540326571,0.17664522513607125,0.034636318654131616,0.06432459178624443,0.015338941118258289
686,"LAKESIDE MIDDLE, Columbia County, Georgia",7000000US13073000111,2587.0,218.0,1684.0,355.0,132.0,181.0,17.0,0.08426749130266718,0.6509470429068419,0.13722458446076535,0.05102435253189022,0.06996521066872825,0.006571318129107074
687,"MARTINEZ BAPTIST, Columbia County, Georgia",7000000US13073000115,2798.0,179.0,1649.0,560.0,192.0,166.0,52.0,0.06397426733380987,0.589349535382416,0.20014295925661185,0.06862044317369549,0.059328091493924234,0.01858470335954253
688,"GOLD CROSS EMS, Columbia County, Georgia",7000000US13073000120,2926.0,144.0,2297.0,280.0,64.0,120.0,21.0,0.04921394395078606,0.7850307587149692,0.09569377990430622,0.021872863978127138,0.04101161995898838,0.007177033492822967
689,"CHURCH OF OUR SAVIOR, Columbia County, Georgia",7000000US13073000125,3331.0,256.0,2060.0,660.0,211.0,123.0,21.0,0.07685379765836085,0.6184329030321225,0.19813869708796158,0.0633443410387271,0.036925848093665566,0.006304413089162414
690,"WEST ACRES BAPTIST, Columbia County, Georgia",7000000US13073000130,3241.0,212.0,2278.0,440.0,135.0,147.0,29.0,0.06541190990435052,0.7028694847269361,0.1357605677260105,0.04165381055229867,0.04535637149028078,0.008947855600123419
691,"JOURNEY COMM. CHURCH, Columbia County, Georgia",7000000US13073000131,1522.0,59.0,1237.0,82.0,43.0,88.0,13.0,0.03876478318002628,0.8127463863337714,0.05387647831800263,0.028252299605781867,0.05781865965834428,0.008541392904073587
692,"WESLEY METHODIST, Columbia County, Georgia",7000000US13073000132,2963.0,125.0,2195.0,349.0,182.0,98.0,14.0,0.042186972662841715,0.7408032399595005,0.11778602767465407,0.061424232197097535,0.0330745865676679,0.004724940938238272
693,"COL CTY MAIN LIBRARY, Columbia County, Georgia",7000000US13073000134,2870.0,201.0,1956.0,384.0,160.0,124.0,45.0,0.07003484320557492,0.6815331010452962,0.1337979094076655,0.05574912891986063,0.04320557491289199,0.0156794425087108
694,"CHRIST CHURCH, PRESBYTERIAN, Columbia County, Georgia",7000000US13073000135,2912.0,144.0,2195.0,222.0,185.0,139.0,27.0,0.04945054945054945,0.7537774725274725,0.07623626373626374,0.06353021978021978,0.04773351648351648,0.009271978021978022
695,"BLUERIDGE ELEMENTARY, Columbia County, Georgia",7000000US13073000136,3241.0,183.0,2066.0,482.0,279.0,179.0,52.0,0.05646405430422709,0.6374575748225856,0.14871953100894786,0.08608454180808392,0.05522986732489972,0.016044430731255787
696,"CHRIST THE KING CH, Columbia County, Georgia",7000000US13073000137,2716.0,112.0,1705.0,234.0,514.0,134.0,17.0,0.041237113402061855,0.6277614138438881,0.0861561119293078,0.18924889543446244,0.04933726067746686,0.0062592047128129605
697,"CECIL, Cook County, Georgia",7000000US1307500000C,3212.0,270.0,1550.0,1242.0,31.0,98.0,21.0,0.08405977584059776,0.4825653798256538,0.3866749688667497,0.009651307596513076,0.030510585305105854,0.006537982565379826
