,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others
999,"1ST CHRISTIAN CHURCH, Dougherty County, Georgia",7000000US13095000027,2075,83,1135,726,59,59,13
1000,"LOVETT HALL, Dougherty County, Georgia",7000000US13095000028,2183,40,111,2004,0,20,8
1001,"GOLDEN METHODIST CH, Douglas County, Georgia",7000000US13097000729,8174,869,999,5808,48,327,123
1002,"OLD COURTHOUSE, Douglas County, Georgia",7000000US13097000730,8847,956,2704,4612,134,332,109
1003,"BEULAH BAPTIST CHURCH, Douglas County, Georgia",7000000US13097000731,4894,695,2197,1731,75,158,38
1004,"STEWART, Douglas County, Georgia",7000000US13097000732,4582,469,506,3386,24,158,39
1005,"ARBOR STATION, Douglas County, Georgia",7000000US13097000733,4359,534,1316,2163,96,184,66
1006,"BRIGHT STAR, Douglas County, Georgia",7000000US13097000734,3762,447,1923,1106,60,182,44
1007,"DORSETT SHOALS, Douglas County, Georgia",7000000US13097000735,5593,695,3022,1496,60,271,49
1008,"CHESTNUT LOG, Douglas County, Georgia",7000000US13097000737,5628,635,1347,3201,138,262,45
1009,"ST JULIANS EPISCOPAL, Douglas County, Georgia",7000000US13097000738,3153,371,1512,1078,49,121,22
1010,"LUTHERAN CHURCH - GS, Douglas County, Georgia",7000000US13097000739,5503,406,1859,2657,281,243,57
1011,"FIRST BAPTIST DOUGLASVILLE, Douglas County, Georgia",7000000US13097000740,3121,249,1173,1460,60,137,42
1012,"FACTORY SHOALS, Douglas County, Georgia",7000000US13097000784,5533,429,1607,3175,70,183,69
1013,"BOUNDARY WATERS, Douglas County, Georgia",7000000US13097000785,5602,313,739,4272,38,175,65
1014,"MIRROR LAKE ELEMENTA, Douglas County, Georgia",7000000US13097001258,8754,1043,3669,3238,287,413,104
1015,"WINSTON, Douglas County, Georgia",7000000US13097001259,2764,366,1034,1227,25,81,31
1016,"DAY STAR GYM, Douglas County, Georgia",7000000US13097001260,6306,281,4669,971,52,248,85
1017,"COLONIAL HILLS, Douglas County, Georgia",7000000US13097001270,6538,722,951,4493,104,212,56
1018,"EPHESUS BAPTIST CHUR, Douglas County, Georgia",7000000US13097001271,6499,406,4386,1263,79,300,65
1019,"PRAYS MILL GYM, Douglas County, Georgia",7000000US13097001272,7491,743,3888,2305,111,372,72
1020,"TURNER, Douglas County, Georgia",7000000US13097001273,6014,1272,2265,2171,51,198,57
1021,"FIRST BAPTIST LITHIA SPRINGS, Douglas County, Georgia",7000000US13097001274,3595,1136,1324,967,19,127,22
1022,"COUNTY LINE BAPTIST, Douglas County, Georgia",7000000US13097001275,9165,837,1537,6285,142,294,70
1023,"DEER LICK, Douglas County, Georgia",7000000US13097001276,4554,913,1656,1689,53,207,36
1024,"CHAPEL HILL, Douglas County, Georgia",7000000US1309700736N,5407,446,1366,3198,98,232,67
1025,"CHURCH AT CHAPEL HILL, Douglas County, Georgia",7000000US1309700736S,8399,802,2228,4811,159,328,71
1026,"ARLINGTON, Early County, Georgia",7000000US1309900000A,1219,25,483,688,3,11,9
1027,"BLAKELY, Early County, Georgia",7000000US1309900000B,5567,65,1582,3762,32,111,15
1028,"URQUHART, Early County, Georgia",7000000US1309900000U,883,17,643,197,2,22,2
1029,"CEDAR SPRINGS, Early County, Georgia",7000000US130990000CS,1598,18,1155,347,8,61,9
1030,"CUBA, Early County, Georgia",7000000US130990000CU,1587,61,950,540,2,27,7
1031,"STATENVILLE, Echols County, Georgia",7000000US13101001058,3697,1091,2328,147,8,84,39
1032,"1A, Effingham County, Georgia",7000000US1310300001A,2820,145,2250,198,16,197,14
1033,"1B, Effingham County, Georgia",7000000US1310300001B,4395,161,3755,258,18,176,27
1034,"1C, Effingham County, Georgia",7000000US1310300001C,2105,148,1631,147,14,142,23
1035,"1D, Effingham County, Georgia",7000000US1310300001D,2897,156,2451,141,15,127,7
1036,"2A, Effingham County, Georgia",7000000US1310300002A,4165,228,3397,330,50,149,11
1037,"2B, Effingham County, Georgia",7000000US1310300002B,4401,339,3119,586,95,226,36
1038,"2C, Effingham County, Georgia",7000000US1310300002C,6958,401,4971,1007,122,408,49
1039,"3A, Effingham County, Georgia",7000000US1310300003A,1953,54,1542,271,4,69,13
1040,"3B, Effingham County, Georgia",7000000US1310300003B,2130,39,1465,546,5,64,11
1041,"3C, Effingham County, Georgia",7000000US1310300003C,3331,106,2429,652,7,116,21
1042,"3D, Effingham County, Georgia",7000000US1310300003D,4448,149,3235,801,13,203,47
1043,"4A, Effingham County, Georgia",7000000US1310300004A,5539,261,4190,762,13,279,34
1044,"4B, Effingham County, Georgia",7000000US1310300004B,2919,210,1893,610,21,144,41
1045,"4C, Effingham County, Georgia",7000000US1310300004C,4260,245,3450,274,10,234,47
1046,"5A, Effingham County, Georgia",7000000US1310300005A,4045,241,3148,367,24,238,27
1047,"5B, Effingham County, Georgia",7000000US1310300005B,6240,482,3793,1392,195,325,53
1048,"5C, Effingham County, Georgia",7000000US1310300005C,2163,127,1485,405,55,74,17
1049,"ELBERTON, Elbert County, Georgia",7000000US13105000189,6690,381,3011,3044,68,155,31
1050,"LONGSTREET, Elbert County, Georgia",7000000US13105000190,878,30,639,185,2,18,4
1051,"ELIAM, Elbert County, Georgia",7000000US13105000191,1282,103,918,211,7,35,8
1052,"PETERSBURG, Elbert County, Georgia",7000000US13105000192,498,9,437,39,2,9,2
1053,"WYCHE, Elbert County, Georgia",7000000US13105000193,1449,64,981,356,11,37,0
1054,"MOSS-RUCKERSVILLE, Elbert County, Georgia",7000000US13105000196,721,35,537,104,1,37,7
1055,"PIKE, Elbert County, Georgia",7000000US13105000197,2346,111,1450,683,20,71,11
1056,"GAINES, Elbert County, Georgia",7000000US13105000199,881,22,795,20,1,38,5
1057,"GOSHEN, Elbert County, Georgia",7000000US13105000201,2585,75,2096,308,51,48,7
1058,"WEBBSBORO, Elbert County, Georgia",7000000US13105000202,673,22,527,102,0,22,0
1059,"CENTERVILLE, Elbert County, Georgia",7000000US13105000315,1634,144,1219,201,19,44,7
1060,"OAK PARK, Emanuel County, Georgia",7000000US13107000050,982,76,824,55,0,24,3
1061,"CROSS-GREEN, Emanuel County, Georgia",7000000US13107000052,301,1,116,183,0,1,0
1062,"SWAINSBORO, Emanuel County, Georgia",7000000US13107000053,12023,538,6015,5036,125,267,42
1063,"SUMMERTOWN, Emanuel County, Georgia",7000000US13107000057,777,21,560,174,0,22,0
1064,"STILLMORE, Emanuel County, Georgia",7000000US13107000058,1117,110,661,292,10,34,10
1065,"BLUNDALE, Emanuel County, Georgia",7000000US13107001208,1095,42,989,33,1,26,4
1066,"CANOOCHEE, Emanuel County, Georgia",7000000US13107001333,940,14,767,142,0,16,1
1067,"GARFIELD, Emanuel County, Georgia",7000000US13107001429,812,9,627,155,1,18,2
1068,"NUNEZ, Emanuel County, Georgia",7000000US13107001502,733,84,544,89,1,14,1
1069,"TWIN CITY, Emanuel County, Georgia",7000000US13107001560,2871,69,1747,993,2,56,4
1070,"ADRIAN, Emanuel County, Georgia",7000000US13107001748,1117,29,965,94,1,20,8
1071,"VETERAN'S COMM CTR, Evans County, Georgia",7000000US13109000011,10774,1237,6038,3083,78,291,47
1072,"COLWELL, Fannin County, Georgia",7000000US1311100COLW,1498,42,1371,7,4,68,6
1073,"FAIRPLAY, Fannin County, Georgia",7000000US1311100FAIR,1531,19,1440,0,3,58,11
1074,"FLINTHILL, Fannin County, Georgia",7000000US1311100FLIN,4531,222,4085,8,20,175,21
1075,"HEMPTOWN, Fannin County, Georgia",7000000US1311100HEMP,1604,30,1494,5,21,51,3
1076,"HOTHOUSE, Fannin County, Georgia",7000000US1311100HOTH,1507,34,1403,0,1,57,12
1077,"MINERAL BLUFF, Fannin County, Georgia",7000000US1311100MINE,2209,29,2067,10,7,80,16
1078,"MOBILE, Fannin County, Georgia",7000000US1311100MOBI,1440,29,1362,2,2,41,4
1079,"MORGANTON, Fannin County, Georgia",7000000US1311100MORG,2585,58,2386,8,11,107,15
1080,"NOONTOOTLA, Fannin County, Georgia",7000000US1311100NOON,918,24,838,5,7,37,7
1081,"SKENIAH, Fannin County, Georgia",7000000US1311100SKEN,418,11,380,6,1,17,3
1082,"SUGAR CREEK, Fannin County, Georgia",7000000US1311100SUGC,2931,74,2749,7,8,76,17
1083,"TOCCOA, Fannin County, Georgia",7000000US1311100TOCC,4147,181,3776,27,28,107,28
1084,"BLACKROCK, Fayette County, Georgia",7000000US13113000001,3138,196,852,1785,163,114,28
1085,"BROOKS, Fayette County, Georgia",7000000US13113000002,3217,97,2816,98,32,149,25
1086,"EUROPE, Fayette County, Georgia",7000000US13113000003,3854,252,414,2890,128,128,42
1087,"FAYETTEVILLE EAST, Fayette County, Georgia",7000000US13113000004,2800,270,1150,1100,143,109,28
1088,"FAYETTEVILLE WEST, Fayette County, Georgia",7000000US13113000005,3347,225,1570,1234,150,121,47
1089,"FLINT, Fayette County, Georgia",7000000US13113000006,2155,148,794,1005,103,89,16
1090,"HOPEFUL, Fayette County, Georgia",7000000US13113000007,3150,407,1115,1386,88,126,28
1091,"MORNING CREEK, Fayette County, Georgia",7000000US13113000008,3480,255,1296,1650,89,143,47
1092,"RAREOVER, Fayette County, Georgia",7000000US13113000009,3712,223,2784,478,51,140,36
1093,"SANDY CREEK, Fayette County, Georgia",7000000US13113000010,6708,1067,2279,2782,256,252,72
1094,"SHAKERAG EAST, Fayette County, Georgia",7000000US13113000011,2570,530,1564,179,160,117,20
1095,"SHAKERAG WEST, Fayette County, Georgia",7000000US13113000012,1508,162,1176,22,45,85,18
1096,"STARRSMILL, Fayette County, Georgia",7000000US13113000013,4384,186,3589,298,90,200,21
1097,"WHITEWATER, Fayette County, Georgia",7000000US13113000014,4523,266,3243,594,173,213,34
1098,"WOOLSEY, Fayette County, Georgia",7000000US13113000015,3141,156,2521,247,64,129,24
1099,"MCINTOSH, Fayette County, Georgia",7000000US13113000016,4251,241,3133,395,288,159,35
1100,"OAK GROVE, Fayette County, Georgia",7000000US13113000017,1749,156,1253,134,126,69,11
1101,"KEDRON, Fayette County, Georgia",7000000US13113000018,7465,729,4085,1026,1291,251,83
1102,"ABERDEEN, Fayette County, Georgia",7000000US13113000019,2375,199,1756,144,161,100,15
1103,"WINDGATE, Fayette County, Georgia",7000000US13113000020,1225,90,979,51,41,59,5
1104,"FLAT CREEK, Fayette County, Georgia",7000000US13113000021,3158,296,1894,450,371,125,22
1105,"BRAELINN, Fayette County, Georgia",7000000US13113000022,2251,89,1902,45,99,106,10
1106,"KENWOOD, Fayette County, Georgia",7000000US13113000023,1226,85,277,786,23,48,7
1107,"BANKS, Fayette County, Georgia",7000000US13113000024,2059,193,964,723,85,76,18
1108,"HARPS CROSSING, Fayette County, Georgia",7000000US13113000025,1932,95,1334,384,36,68,15
1109,"WILLOW POND, Fayette County, Georgia",7000000US13113000026,4167,481,2076,1083,240,211,76
1110,"DOGWOOD, Fayette County, Georgia",7000000US13113000027,3739,227,2474,718,98,187,35
1111,"OAK RIDGE, Fayette County, Georgia",7000000US13113000028,2740,223,1005,1255,110,127,20
1112,"JEFF DAVIS, Fayette County, Georgia",7000000US13113000029,4111,299,1339,2031,261,152,29
1113,"MURPHY, Fayette County, Georgia",7000000US13113000030,3994,189,2047,1369,176,181,32
1114,"FIELDING RIDGE, Fayette County, Georgia",7000000US13113000031,4606,313,3183,389,434,239,48
1115,"WILLOWBEND, Fayette County, Georgia",7000000US13113000032,2500,202,1894,178,111,109,6
1116,"CAMP CREEK, Fayette County, Georgia",7000000US13113000033,2371,140,1916,98,110,90,17
1117,"RISING STAR, Fayette County, Georgia",7000000US13113000034,4957,312,3861,270,290,181,43
1118,"SPRING HILL, Fayette County, Georgia",7000000US13113000035,4226,325,1991,1413,234,200,63
1119,"ANTIOCH, Fayette County, Georgia",7000000US13113000036,2405,156,1618,476,42,85,28
1120,"ALTO PARK, Floyd County, Georgia",7000000US13115000001,5423,1082,3661,432,46,181,21
1121,"ARMUCHEE, Floyd County, Georgia",7000000US13115000010,2097,64,1799,90,72,55,17
1122,"BARKERS, Floyd County, Georgia",7000000US13115000015,3307,95,2976,73,12,135,16
1123,"CAVE SPRING, Floyd County, Georgia",7000000US13115000020,2323,53,2034,139,13,74,10
1124,"CHULIO, Floyd County, Georgia",7000000US13115000025,1626,52,1440,58,2,61,13
1125,"ETOWAH, Floyd County, Georgia",7000000US13115000030,6970,193,5974,481,41,265,16
1126,"EVERETT SPRINGS, Floyd County, Georgia",7000000US13115000035,554,19,490,8,5,31,1
1127,"FLOYD SPRINGS, Floyd County, Georgia",7000000US13115000040,2191,40,2038,31,6,69,7
1128,"FOSTER'S MILL, Floyd County, Georgia",7000000US13115000045,1483,40,1340,44,5,51,3
1129,"GARDEN LAKES, Floyd County, Georgia",7000000US13115000050,8841,1851,5053,1259,280,299,99
1130,"GLENWOOD, Floyd County, Georgia",7000000US13115000055,5920,302,4753,445,111,250,59
1131,"HOWELL, Floyd County, Georgia",7000000US13115000060,2353,51,2200,32,4,57,9
1132,"EAST LINDALE, Floyd County, Georgia",7000000US13115000065,5120,193,3997,621,75,198,36
1133,"MT ALTO NORTH, Floyd County, Georgia",7000000US13115000075,5589,1901,1940,1414,88,203,43
1134,"MT ALTO SOUTH, Floyd County, Georgia",7000000US13115000076,7236,2378,3258,1164,140,275,21
1135,"NORTH CAROLINA, Floyd County, Georgia",7000000US13115000080,3026,206,2497,175,15,113,20
1136,"RIVERSIDE, Floyd County, Georgia",7000000US13115000085,1882,75,1278,419,37,64,9
1137,"EAST ROME, Floyd County, Georgia",7000000US13115000090,6778,522,3838,2028,131,207,52
1138,"NORTH ROME, Floyd County, Georgia",7000000US13115000105,5256,433,2535,1972,46,242,28
1139,"SOUTH ROME, Floyd County, Georgia",7000000US13115000110,2571,325,807,1320,7,88,24
1140,"TEXAS VALLEY, Floyd County, Georgia",7000000US13115000115,835,12,793,4,3,17,6
1141,"VANNS VALLEY, Floyd County, Georgia",7000000US13115000125,2362,364,1571,332,8,80,7
1142,"WATTERS, Floyd County, Georgia",7000000US13115000130,5099,211,4494,158,29,190,17
1143,"WEST LINDALE, Floyd County, Georgia",7000000US13115000135,4660,239,3844,321,31,191,34
1144,"TOWN ROME, Floyd County, Georgia",7000000US13115000140,5082,765,3137,920,80,162,18
1145,"BIG CREEK, Forsyth County, Georgia",7000000US13117000001,25518,1489,14581,939,7461,865,183
1146,"BRANDYWINE, Forsyth County, Georgia",7000000US13117000002,13394,2516,5272,1522,3399,562,123
1147,"BROWNS BRIDGE, Forsyth County, Georgia",7000000US13117000003,12917,1638,10251,263,207,477,81
1148,"CHESTATEE, Forsyth County, Georgia",7000000US13117000004,9232,980,7739,70,56,328,59
1149,"COAL MOUNTAIN, Forsyth County, Georgia",7000000US13117000005,10119,1074,7409,657,461,460,58
1150,"CROSSROADS, Forsyth County, Georgia",7000000US13117000006,10112,1118,8222,242,127,337,66
1151,"CUMMING, Forsyth County, Georgia",7000000US13117000007,7076,1938,3946,327,588,228,49
1152,"MASHBURN, Forsyth County, Georgia",7000000US13117000008,10161,841,8218,279,370,394,59
1153,"MIDWAY, Forsyth County, Georgia",7000000US13117000010,30426,2322,21067,1312,4164,1276,285
1154,"HEARDSVILLE, Forsyth County, Georgia",7000000US13117000015,13000,1327,10323,369,321,559,101
1155,"OTWELL, Forsyth County, Georgia",7000000US13117000016,18460,3302,12810,742,707,766,133
1156,"OLD ATLANTA, Forsyth County, Georgia",7000000US13117000019,10552,423,4262,481,5032,283,71
1157,"SOUTH FORSYTH, Forsyth County, Georgia",7000000US13117000021,21951,1033,11031,908,8183,662,134
1158,"WINDERMERE, Forsyth County, Georgia",7000000US13117000025,16838,891,7718,519,7169,431,110
1159,"CONCORD, Forsyth County, Georgia",7000000US13117000027,15669,1283,12641,592,396,700,57
1160,"POLO, Forsyth County, Georgia",7000000US13117000029,25858,3051,13917,1233,6476,954,227
1161,"CARNESVILLE, Franklin County, Georgia",7000000US13119000001,3528,104,3059,185,69,104,7
1162,"WEST FRANKLIN, Franklin County, Georgia",7000000US13119000002,2590,78,2264,82,34,112,20
1163,"NORTHEAST FRANKLIN, Franklin County, Georgia",7000000US13119000003,4149,167,3637,180,24,131,10
1164,"LAVONIA, Franklin County, Georgia",7000000US13119000004,3913,349,2753,647,28,121,15
1165,"CANON, Franklin County, Georgia",7000000US13119000005,1823,69,1581,86,25,55,7
1166,"ROYSTON, Franklin County, Georgia",7000000US13119000006,3918,253,2871,602,28,125,39
1167,"SOUTHWEST FRANKLIN, Franklin County, Georgia",7000000US13119000007,3503,101,3097,106,53,128,18
1168,"01A, Fulton County, Georgia",7000000US1312100001A,4519,244,2541,1353,158,192,31
1169,"01B, Fulton County, Georgia",7000000US1312100001B,5191,420,3239,1138,125,248,21
1170,"01C, Fulton County, Georgia",7000000US1312100001C,1908,119,220,1471,7,76,15
1171,"01D, Fulton County, Georgia",7000000US1312100001D,1309,57,271,888,35,50,8
1172,"01E, Fulton County, Georgia",7000000US1312100001E,3750,201,2646,563,98,213,29
1173,"01F, Fulton County, Georgia",7000000US1312100001F,1282,36,113,1071,11,44,7
1174,"01G, Fulton County, Georgia",7000000US1312100001G,2547,126,734,1488,60,116,23
1175,"01H, Fulton County, Georgia",7000000US1312100001H,1260,44,121,993,35,55,12
1176,"01I, Fulton County, Georgia",7000000US1312100001I,25,5,0,19,0,1,0
1177,"01J, Fulton County, Georgia",7000000US1312100001J,3800,100,274,3259,17,129,21
1178,"01P, Fulton County, Georgia",7000000US1312100001P,1814,97,38,1610,13,42,14
1179,"01R, Fulton County, Georgia",7000000US1312100001R,1851,97,30,1689,5,23,7
1180,"01S, Fulton County, Georgia",7000000US1312100001S,2526,213,133,2100,10,54,16
1181,"01T, Fulton County, Georgia",7000000US1312100001T,4743,827,1095,2680,26,93,22
1182,"02A, Fulton County, Georgia",7000000US1312100002A,7017,567,4512,910,705,268,55
1183,"02B, Fulton County, Georgia",7000000US1312100002B,2778,173,889,1336,210,136,34
1184,"02C, Fulton County, Georgia",7000000US1312100002C,2534,140,1013,1071,188,101,21
1185,"02D, Fulton County, Georgia",7000000US1312100002D,6530,404,3284,2119,394,286,43
1186,"02E, Fulton County, Georgia",7000000US1312100002E,2285,137,1789,143,83,114,19
1187,"02G, Fulton County, Georgia",7000000US1312100002G,4436,271,3091,630,201,216,27
1188,"02J, Fulton County, Georgia",7000000US1312100002J,2754,162,1918,350,125,171,28
1189,"02K, Fulton County, Georgia",7000000US1312100002K,1624,136,1136,108,120,107,17
1190,"02S, Fulton County, Georgia",7000000US1312100002S,961,65,459,334,37,56,10
1191,"02W, Fulton County, Georgia",7000000US1312100002W,1416,132,679,299,227,64,15
1192,"03A, Fulton County, Georgia",7000000US1312100003A,2092,50,94,1876,3,62,7
1193,"03B, Fulton County, Georgia",7000000US1312100003B,867,27,41,757,7,34,1
1194,"03C, Fulton County, Georgia",7000000US1312100003C,1925,49,54,1736,3,68,15
1195,"03D, Fulton County, Georgia",7000000US1312100003D,1100,48,57,949,13,30,3
1196,"03E, Fulton County, Georgia",7000000US1312100003E,3050,95,136,2702,25,73,19
1197,"03F, Fulton County, Georgia",7000000US1312100003F,2872,246,1124,821,505,137,39
1198,"03G, Fulton County, Georgia",7000000US1312100003G,627,58,16,521,1,29,2
1199,"03H, Fulton County, Georgia",7000000US1312100003H,1175,28,59,1055,1,20,12
1200,"03I, Fulton County, Georgia",7000000US1312100003I,8541,740,5424,1083,855,371,68
1201,"03L, Fulton County, Georgia",7000000US1312100003L,713,11,16,650,4,26,6
1202,"03M, Fulton County, Georgia",7000000US1312100003M,3500,136,709,2536,50,61,8
1203,"03N, Fulton County, Georgia",7000000US1312100003N,3184,146,483,2238,190,102,25
1204,"03S, Fulton County, Georgia",7000000US1312100003S,987,30,22,912,0,23,0
1205,"03T, Fulton County, Georgia",7000000US1312100003T,2025,86,165,1644,32,81,17
1206,"04A, Fulton County, Georgia",7000000US1312100004A,1756,47,72,1557,6,50,24
1207,"04B, Fulton County, Georgia",7000000US1312100004B,3122,84,139,2835,6,53,5
1208,"04C, Fulton County, Georgia",7000000US1312100004C,157,4,15,127,0,8,3
1209,"04D, Fulton County, Georgia",7000000US1312100004D,1667,50,124,1431,7,40,15
1210,"04F, Fulton County, Georgia",7000000US1312100004F,4748,273,2129,1798,241,266,41
1211,"04G, Fulton County, Georgia",7000000US1312100004G,955,35,62,827,11,16,4
1212,"04I, Fulton County, Georgia",7000000US1312100004I,4117,649,834,2437,94,76,27
1213,"04J, Fulton County, Georgia",7000000US1312100004J,2129,13,25,2050,9,31,1
