,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density: Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others,Polling Site
600,"Shallowford Falls 01, Cobb County, Georgia",7000000US1306700SF01,4262.0,203.0,3315.0,237.0,306.0,173.0,28.0,0.0476302205537306,0.7778038479587048,0.0556076959174096,0.0717972782731112,0.0405912717034256,0.006569685593618,1
601,"Simpson 01, Cobb County, Georgia",7000000US1306700SI01,2468.0,144.0,1733.0,111.0,354.0,99.0,27.0,0.0583468395461912,0.7021880064829822,0.0449756888168557,0.1434359805510534,0.0401134521880064,0.0109400324149108,1
602,"Sewell Mill 01, Cobb County, Georgia",7000000US1306700SM01,4922.0,302.0,2823.0,261.0,1268.0,214.0,54.0,0.061357171881349,0.5735473384802926,0.0530272247054043,0.2576188541243397,0.0434782608695652,0.0109711499390491,1
603,"Sewell Mill 03, Cobb County, Georgia",7000000US1306700SM03,6937.0,824.0,3458.0,1784.0,350.0,387.0,134.0,0.1187833357359089,0.4984863773965691,0.2571716880495892,0.0504540867810292,0.0557878045264523,0.0193167075104512,1
604,"Smyrna 1A, Cobb County, Georgia",7000000US1306700SN1A,6633.0,1573.0,1804.0,2440.0,456.0,292.0,68.0,0.2371475953565505,0.2719734660033167,0.3678576812905171,0.0687471732247851,0.0440223126790291,0.0102517714458012,1
605,"Smyrna 2A, Cobb County, Georgia",7000000US1306700SN2A,7367.0,763.0,2725.0,2685.0,768.0,325.0,101.0,0.1035699742093118,0.3698927650332564,0.3644631464639609,0.1042486765304737,0.0441156508755259,0.0137097868874711,1
606,"Smyrna 3A, Cobb County, Georgia",7000000US1306700SN3A,9792.0,1543.0,4637.0,2707.0,362.0,467.0,76.0,0.1575776143790849,0.4735498366013072,0.2764501633986928,0.036968954248366,0.0476919934640522,0.0077614379084967,1
607,"Smyrna 4A, Cobb County, Georgia",7000000US1306700SN4A,8208.0,508.0,4898.0,1886.0,467.0,369.0,80.0,0.0618908382066276,0.5967348927875243,0.229775828460039,0.0568957115009746,0.0449561403508771,0.0097465886939571,1
608,"Smyrna 5A, Cobb County, Georgia",7000000US1306700SN5A,6989.0,2240.0,2127.0,1973.0,305.0,276.0,68.0,0.3205036485906424,0.3043353841751323,0.2823007583345256,0.0436400057232794,0.0394906281299184,0.0097295750465016,1
609,"Smyrna 6A, Cobb County, Georgia",7000000US1306700SN6A,8091.0,524.0,4451.0,2000.0,622.0,421.0,73.0,0.0647633172660981,0.550117414411074,0.2471882338400692,0.0768755407242615,0.0520331232233345,0.0090223705351625,1
610,"Smyrna 7A, Cobb County, Georgia",7000000US1306700SN7A,8595.0,526.0,3516.0,3346.0,715.0,414.0,78.0,0.0611983711460151,0.4090750436300174,0.3892961023851076,0.0831878999418266,0.0481675392670157,0.0090750436300174,1
611,"Sope Creek 01, Cobb County, Georgia",7000000US1306700SO01,2609.0,139.0,2037.0,174.0,159.0,92.0,8.0,0.0532771176696052,0.7807589114603296,0.0666922192410885,0.0609428899961671,0.0352625527021847,0.0030663089306247,1
612,"Sope Creek 02, Cobb County, Georgia",7000000US1306700SO02,5892.0,407.0,3599.0,985.0,558.0,274.0,69.0,0.0690767141887304,0.6108282416836388,0.1671758316361167,0.0947046843177189,0.0465037338764426,0.0117107942973523,1
613,"Sope Creek 03, Cobb County, Georgia",7000000US1306700SO03,4253.0,211.0,2523.0,260.0,989.0,198.0,72.0,0.0496120385610157,0.5932283094286386,0.0611333176581236,0.2325417352457089,0.0465553726781095,0.0169292264284034,1
614,"Sweetwater 01, Cobb County, Georgia",7000000US1306700SW01,4203.0,373.0,1533.0,2017.0,57.0,167.0,56.0,0.0887461337140138,0.364739471805853,0.4798953128717583,0.0135617416131334,0.0397335236735665,0.0133238163216749,1
615,"Sweetwater 02, Cobb County, Georgia",7000000US1306700SW02,5321.0,953.0,1225.0,2834.0,89.0,175.0,45.0,0.1791016726179289,0.2302198834805487,0.5326066528847961,0.0167261792896072,0.0328885547829355,0.0084570569441834,1
616,"Terrell Mill 01, Cobb County, Georgia",7000000US1306700TM01,9811.0,1150.0,3018.0,3298.0,1089.0,840.0,416.0,0.1172153705024972,0.3076139027622057,0.3361532973193354,0.1109978595454082,0.0856181836713892,0.0424013861991642,1
617,"Timber Ridge 01, Cobb County, Georgia",7000000US1306700TR01,3091.0,155.0,2433.0,98.0,300.0,94.0,11.0,0.0501455839534131,0.7871239081203494,0.031704949854416,0.0970559689420899,0.0304108702685215,0.0035587188612099,1
618,"Vaughan 01, Cobb County, Georgia",7000000US1306700VA01,4091.0,258.0,3028.0,449.0,113.0,208.0,35.0,0.0630652652163285,0.7401613297482278,0.1097531165974089,0.027621608408702,0.050843314593009,0.0085553654363236,1
619,"Vinings 01, Cobb County, Georgia",7000000US1306700VG01,4398.0,327.0,2279.0,1285.0,331.0,148.0,28.0,0.0743519781718963,0.5181900864029104,0.2921782628467485,0.0752614824920418,0.0336516598453842,0.0063665302410186,1
620,"Vinings 02, Cobb County, Georgia",7000000US1306700VG02,9643.0,669.0,3936.0,2728.0,1840.0,371.0,99.0,0.0693767499740744,0.4081717307891735,0.2828995125998133,0.1908119879705485,0.0384735040962356,0.0102665145701545,1
621,"Vinings 03, Cobb County, Georgia",7000000US1306700VG03,5810.0,344.0,2745.0,2179.0,279.0,235.0,28.0,0.0592082616179001,0.4724612736660929,0.3750430292598967,0.0480206540447504,0.0404475043029259,0.0048192771084337,1
622,"Vinings 04, Cobb County, Georgia",7000000US1306700VG04,4202.0,188.0,2709.0,1021.0,125.0,137.0,22.0,0.0447405997144217,0.6446930033317468,0.2429795335554498,0.0297477391718229,0.0326035221323179,0.0052356020942408,1
623,"Wade Green 02, Cobb County, Georgia",7000000US1306700WG02,6409.0,791.0,3408.0,1433.0,285.0,374.0,118.0,0.12342019035731,0.5317522234357934,0.2235918239975035,0.0444687158683101,0.0583554376657824,0.0184116086753003,1
624,"Willeo 01, Cobb County, Georgia",7000000US1306700WL01,3629.0,180.0,2936.0,136.0,181.0,166.0,30.0,0.0496004408928079,0.8090383025626895,0.037475888674566,0.0498759988977679,0.0457426288233673,0.0082667401488013,1
625,"DOUGLAS, Coffee County, Georgia",7000000US13069000001,28571.0,4102.0,14775.0,8546.0,245.0,787.0,116.0,0.1435721535823037,0.5171327569913549,0.2991144867173008,0.0085751286269294,0.0275454131811977,0.0040600609009135,1
626,"AMBROSE, Coffee County, Georgia",7000000US13069000002,3264.0,383.0,2273.0,515.0,10.0,74.0,9.0,0.1173406862745098,0.6963848039215687,0.157781862745098,0.003063725490196,0.0226715686274509,0.0027573529411764,1
627,"BRIDGETOWN, Coffee County, Georgia",7000000US13069000003,427.0,14.0,319.0,76.0,0.0,18.0,0.0,0.0327868852459016,0.747072599531616,0.1779859484777517,0.0,0.0421545667447306,0.0,1
628,"BROXTON, Coffee County, Georgia",7000000US13069000004,3595.0,368.0,2430.0,610.0,14.0,162.0,11.0,0.1023643949930458,0.6759388038942976,0.1696801112656467,0.003894297635605,0.0450625869262865,0.0030598052851182,1
629,"NICHOLLS, Coffee County, Georgia",7000000US13069000005,5779.0,420.0,3163.0,2061.0,20.0,108.0,7.0,0.072676933725558,0.5473265270808099,0.356636096210417,0.0034608063678837,0.018688354386572,0.0012112822287593,1
630,"WEST GREEN, Coffee County, Georgia",7000000US13069000006,1456.0,143.0,1198.0,64.0,10.0,39.0,2.0,0.0982142857142857,0.8228021978021978,0.0439560439560439,0.0068681318681318,0.0267857142857142,0.0013736263736263,1
631,"SHAW, Colquitt County, Georgia",7000000US13071000001,6464.0,908.0,1281.0,4025.0,23.0,189.0,38.0,0.1404702970297029,0.198174504950495,0.6226794554455446,0.0035581683168316,0.0292388613861386,0.0058787128712871,1
632,"MOULTRIE, Colquitt County, Georgia",7000000US13071000002,8718.0,1361.0,4136.0,2925.0,64.0,204.0,28.0,0.1561137875659554,0.474420738701537,0.3355127322780454,0.0073411332874512,0.0233998623537508,0.0032117458132599,1
633,"AUTREYVILLE, Colquitt County, Georgia",7000000US13071000007,3367.0,802.0,1963.0,447.0,75.0,62.0,18.0,0.2381942381942381,0.583011583011583,0.1327591327591327,0.0222750222750222,0.0184140184140184,0.0053460053460053,1
634,"BRIDGECREEK, Colquitt County, Georgia",7000000US13071000008,2293.0,742.0,1450.0,61.0,5.0,27.0,8.0,0.3235935455734845,0.6323593545573485,0.0266027038813781,0.0021805494984736,0.0117749672917575,0.0034888791975577,1
635,"CROSLAND, Colquitt County, Georgia",7000000US13071000009,527.0,117.0,323.0,69.0,2.0,16.0,0.0,0.222011385199241,0.6129032258064516,0.1309297912713472,0.0037950664136622,0.0303605313092979,0.0,1
636,"DOERUN, Colquitt County, Georgia",7000000US13071000010,1010.0,60.0,593.0,318.0,5.0,28.0,6.0,0.0594059405940594,0.5871287128712871,0.3148514851485148,0.0049504950495049,0.0277227722772277,0.0059405940594059,1
637,"FUNSTON, Colquitt County, Georgia",7000000US13071000011,1745.0,369.0,1130.0,202.0,7.0,25.0,12.0,0.2114613180515759,0.6475644699140402,0.1157593123209169,0.0040114613180515,0.0143266475644699,0.0068767908309455,1
638,"HAMILTON, Colquitt County, Georgia",7000000US13071000012,1171.0,55.0,1031.0,36.0,13.0,35.0,1.0,0.0469684030742954,0.8804440649017934,0.0307429547395388,0.0111016225448334,0.0298889837745516,0.0008539709649871,1
639,"HARTSFIELD, Colquitt County, Georgia",7000000US13071000013,556.0,18.0,502.0,13.0,2.0,18.0,3.0,0.0323741007194244,0.9028776978417268,0.0233812949640287,0.0035971223021582,0.0323741007194244,0.0053956834532374,1
640,"HOPEWELL, Colquitt County, Georgia",7000000US13071000014,2910.0,648.0,1948.0,188.0,39.0,67.0,20.0,0.222680412371134,0.6694158075601374,0.0646048109965635,0.0134020618556701,0.0230240549828178,0.0068728522336769,1
641,"LEE, Colquitt County, Georgia",7000000US13071000015,2499.0,858.0,1302.0,265.0,22.0,47.0,5.0,0.3433373349339736,0.5210084033613446,0.1060424169667867,0.0088035214085634,0.0188075230092036,0.002000800320128,1
642,"MILLCREEK, Colquitt County, Georgia",7000000US13071000016,671.0,50.0,568.0,41.0,4.0,5.0,3.0,0.07451564828614,0.8464977645305514,0.0611028315946348,0.0059612518628912,0.007451564828614,0.0044709388971684,1
643,"MONK, Colquitt County, Georgia",7000000US13071000017,2717.0,291.0,2033.0,321.0,16.0,44.0,12.0,0.1071034228928965,0.7482517482517482,0.1181450128818549,0.0058888479941111,0.0161943319838056,0.0044166359955833,1
644,"MURPHY, Colquitt County, Georgia",7000000US13071000018,1482.0,95.0,1250.0,56.0,38.0,33.0,10.0,0.0641025641025641,0.8434547908232118,0.0377867746288798,0.0256410256410256,0.0222672064777327,0.0067476383265856,1
645,"NORMAN PARK, Colquitt County, Georgia",7000000US13071000019,4550.0,885.0,2757.0,745.0,35.0,108.0,20.0,0.1945054945054945,0.605934065934066,0.1637362637362637,0.0076923076923076,0.0237362637362637,0.0043956043956043,1
646,"ROBINSON, Colquitt County, Georgia",7000000US13071000020,1641.0,302.0,1103.0,161.0,17.0,53.0,5.0,0.1840341255332114,0.6721511273613651,0.0981109079829372,0.0103595368677635,0.0322973796465569,0.0030469226081657,1
647,"THIGPEN, Colquitt County, Georgia",7000000US13071000021,347.0,16.0,289.0,32.0,9.0,1.0,0.0,0.0461095100864553,0.8328530259365994,0.0922190201729106,0.0259365994236311,0.0028818443804034,0.0,1
648,"TYTY, Colquitt County, Georgia",7000000US13071000022,1272.0,515.0,708.0,21.0,2.0,21.0,5.0,0.404874213836478,0.5566037735849056,0.0165094339622641,0.0015723270440251,0.0165094339622641,0.0039308176100628,1
649,"WARRIOR, Colquitt County, Georgia",7000000US13071000023,1958.0,617.0,1221.0,69.0,10.0,31.0,10.0,0.31511746680286,0.6235955056179775,0.0352400408580183,0.0051072522982635,0.0158324821246169,0.0051072522982635,1
650,"KIOKEE BAPT CHURCH, Columbia County, Georgia",7000000US13073000010,3590.0,175.0,2864.0,264.0,18.0,234.0,35.0,0.0487465181058495,0.7977715877437326,0.0735376044568245,0.0050139275766016,0.0651810584958217,0.0097493036211699,1
651,"LEWIS METHODIST, Columbia County, Georgia",7000000US13073000015,5559.0,425.0,3488.0,879.0,320.0,382.0,65.0,0.0764525993883792,0.6274509803921569,0.1581219643820831,0.0575643101277208,0.0687173952149667,0.0116927504946932,1
652,"WOODLAWN BAPT CHURCH, Columbia County, Georgia",7000000US13073000016,1693.0,103.0,1112.0,256.0,107.0,95.0,20.0,0.060838747784997,0.6568222090962788,0.1512108682811577,0.0632014176018901,0.0561134081512108,0.0118133490844654,1
653,"PATRIOTS PARK, Columbia County, Georgia",7000000US13073000017,6284.0,541.0,3863.0,1190.0,213.0,408.0,69.0,0.0860916613621897,0.6147358370464672,0.1893698281349459,0.0338956078930617,0.0649267982176957,0.0109802673456397,1
654,"NEW LIFE CHURCH, Columbia County, Georgia",7000000US13073000018,7416.0,770.0,3754.0,2164.0,209.0,447.0,72.0,0.1038295577130528,0.506202804746494,0.2918015102481122,0.0281823085221143,0.0602750809061488,0.0097087378640776,1
655,"HARLEM BRANCH LIBRARY, Columbia County, Georgia",7000000US13073000020,6039.0,361.0,4023.0,1206.0,32.0,342.0,75.0,0.0597781089584368,0.6661698956780924,0.1997019374068554,0.0052988905447921,0.0566318926974664,0.0124192747143566,1
656,"BESSIE THOMAS CENTER, Columbia County, Georgia",7000000US13073000025,2945.0,180.0,2373.0,215.0,21.0,132.0,24.0,0.0611205432937181,0.8057724957555178,0.0730050933786078,0.0071307300509337,0.0448217317487266,0.0081494057724957,1
657,"PHILADELPHIA CHURCH, Columbia County, Georgia",7000000US13073000026,4388.0,469.0,2545.0,930.0,121.0,285.0,38.0,0.1068824065633546,0.5799908842297175,0.2119416590701914,0.0275752051048313,0.0649498632634457,0.0086599817684594,1
658,"LIBERTY PARK, Columbia County, Georgia",7000000US13073000030,5628.0,660.0,2647.0,1792.0,78.0,383.0,68.0,0.1172707889125799,0.4703269367448472,0.3184079601990049,0.0138592750533049,0.0680525941719971,0.0120824449182658,1
659,"GROVETOWN METHODIST, Columbia County, Georgia",7000000US13073000031,4938.0,744.0,1994.0,1654.0,136.0,361.0,49.0,0.1506682867557715,0.4038072093965168,0.3349534224382341,0.027541514783313,0.0731065208586472,0.0099230457675172,1
660,"G A APOSTOLIC CHURCH, Columbia County, Georgia",7000000US13073000032,2376.0,320.0,1350.0,491.0,65.0,141.0,9.0,0.1346801346801346,0.5681818181818182,0.2066498316498316,0.0273569023569023,0.0593434343434343,0.0037878787878787,1
661,"GROVETOWN MIDDLE SCH, Columbia County, Georgia",7000000US13073000033,6380.0,750.0,2943.0,2004.0,160.0,416.0,107.0,0.1175548589341692,0.4612852664576802,0.3141065830721003,0.0250783699059561,0.0652037617554859,0.0167711598746081,1
662,"WARREN BAPTIST CHURCH-GROVETOWN, Columbia County, Georgia",7000000US13073000034,4885.0,617.0,2009.0,1724.0,144.0,353.0,38.0,0.1263050153531218,0.4112589559877175,0.3529170931422722,0.0294779938587512,0.0722620266120777,0.0077789150460593,1
663,"EUBANK/BLANCHARD CTR, Columbia County, Georgia",7000000US13073000040,2006.0,30.0,1659.0,239.0,4.0,64.0,10.0,0.0149551345962113,0.8270189431704885,0.1191425722831505,0.0019940179461615,0.0319042871385842,0.0049850448654037,1
664,"SECOND MT. CARMEL BAPTIST CHURCH, Columbia County, Georgia",7000000US13073000050,902.0,31.0,430.0,376.0,5.0,51.0,9.0,0.0343680709534368,0.4767184035476718,0.4168514412416851,0.0055432372505543,0.0565410199556541,0.0099778270509977,1
665,"DAMASCUS BAPT CHURCH, Columbia County, Georgia",7000000US13073000051,1303.0,47.0,1120.0,66.0,4.0,51.0,15.0,0.0360706062931696,0.8595548733691482,0.0506523407521105,0.0030698388334612,0.0391404451266308,0.0115118956254796,1
666,"COL CTY BOARD OF EDU, Columbia County, Georgia",7000000US13073000060,3095.0,222.0,1983.0,589.0,119.0,149.0,33.0,0.0717285945072697,0.6407108239095315,0.1903069466882067,0.038449111470113,0.0481421647819063,0.0106623586429725,1
667,"GREENBRIER HIGH, Columbia County, Georgia",7000000US13073000061,5076.0,357.0,3854.0,365.0,164.0,300.0,36.0,0.0703309692671394,0.7592592592592593,0.0719070133963751,0.0323089046493301,0.0591016548463357,0.0070921985815602,1
668,"REDEEMER CHURCH, Columbia County, Georgia",7000000US13073000062,6948.0,476.0,4573.0,1073.0,343.0,440.0,43.0,0.0685089234312032,0.6581750143926309,0.1544329303396661,0.0493667242371905,0.0633275762809441,0.0061888313183649,1
669,"RIVERSIDE ELEMENTARY, Columbia County, Georgia",7000000US13073000063,1668.0,77.0,1268.0,213.0,16.0,85.0,9.0,0.0461630695443645,0.7601918465227818,0.1276978417266187,0.0095923261390887,0.0509592326139088,0.0053956834532374,1
670,"GRACE BAPTIST CHURCH, Columbia County, Georgia",7000000US13073000064,4578.0,302.0,2791.0,928.0,246.0,270.0,41.0,0.0659676714722586,0.6096548711227611,0.2027086063783311,0.0537352555701179,0.0589777195281782,0.0089558759283529,1
671,"CHRIST SANCTIFIED, Columbia County, Georgia",7000000US13073000065,3474.0,246.0,2382.0,538.0,113.0,166.0,29.0,0.0708117443868739,0.6856649395509499,0.1548647092688543,0.0325273459988485,0.0477835348301669,0.0083477259643062,1
672,"BLANCHARD PARK, Columbia County, Georgia",7000000US13073000070,2295.0,126.0,1703.0,260.0,62.0,125.0,19.0,0.0549019607843137,0.7420479302832244,0.1132897603485838,0.0270152505446623,0.0544662309368191,0.0082788671023965,1
673,"MTZ COL FIRE DEPT #4, Columbia County, Georgia",7000000US13073000074,3166.0,330.0,1811.0,693.0,137.0,161.0,34.0,0.1042324699936828,0.5720151610865445,0.218888186986734,0.0432722678458622,0.0508528111181301,0.0107391029690461,0
674,"BELAIR BAPTIST CHURCH, Columbia County, Georgia",7000000US13073000075,3247.0,233.0,2009.0,608.0,180.0,170.0,47.0,0.0717585463504773,0.6187249769017554,0.1872497690175546,0.0554357868801971,0.0523560209424083,0.014474899907607,1
675,"MARVIN METHODIST, Columbia County, Georgia",7000000US13073000076,2801.0,250.0,1731.0,490.0,136.0,178.0,16.0,0.0892538379150303,0.6179935737236701,0.1749375223134595,0.0485540878257765,0.0635487325955016,0.0057122456265619,1
676,"WESTSIDE BAPT CHURCH, Columbia County, Georgia",7000000US13073000080,1916.0,94.0,1465.0,151.0,51.0,137.0,18.0,0.0490605427974947,0.7646137787056367,0.0788100208768267,0.0266179540709812,0.0715031315240083,0.0093945720250521,1
677,"TRINITY BAPT CHURCH, Columbia County, Georgia",7000000US13073000085,1599.0,110.0,1195.0,123.0,32.0,123.0,16.0,0.0687929956222639,0.7473420888055035,0.0769230769230769,0.0200125078173858,0.0769230769230769,0.0100062539086929,1
678,"ABILENE BAPTIST, Columbia County, Georgia",7000000US13073000090,2819.0,193.0,1964.0,403.0,83.0,151.0,25.0,0.0684639943242284,0.6967009577864491,0.1429584959205392,0.0294430649166371,0.0535650940049663,0.0088683930471798,1
679,"AUGUSTA CHRISTIAN, Columbia County, Georgia",7000000US13073000100,3149.0,185.0,2042.0,523.0,186.0,170.0,43.0,0.0587488091457605,0.6484598285169895,0.1660844712607176,0.0590663702762781,0.0539853921879961,0.0136551286122578,1
680,"STEVENS CREEK ELEM, Columbia County, Georgia",7000000US13073000105,2012.0,48.0,1548.0,78.0,252.0,72.0,14.0,0.0238568588469184,0.7693836978131213,0.0387673956262425,0.125248508946322,0.0357852882703777,0.0069582504970178,1
681,"GOSPEL WATER BRANCH, Columbia County, Georgia",7000000US13073000107,2887.0,93.0,1817.0,316.0,521.0,119.0,21.0,0.032213370280568,0.6293730516106685,0.1094561828888119,0.1804641496363006,0.0412192587461032,0.0072739868375476,1
682,"GENESIS CHURCH, Columbia County, Georgia",7000000US13073000108,2408.0,155.0,1683.0,189.0,264.0,110.0,7.0,0.0643687707641196,0.6989202657807309,0.0784883720930232,0.1096345514950166,0.0456810631229235,0.002906976744186,1
683,"STEVENS CREEK CHURCH, Columbia County, Georgia",7000000US13073000109,3412.0,133.0,2535.0,226.0,393.0,96.0,29.0,0.0389800703399765,0.7429660023446659,0.0662368112543962,0.1151817116060961,0.0281359906213364,0.0084994138335287,1
684,"MTZ COL FIRE HDQTR., Columbia County, Georgia",7000000US13073000110,2021.0,172.0,1261.0,357.0,70.0,130.0,31.0,0.0851063829787234,0.623948540326571,0.1766452251360712,0.0346363186541316,0.0643245917862444,0.0153389411182582,1
685,"LAKESIDE MIDDLE, Columbia County, Georgia",7000000US13073000111,2587.0,218.0,1684.0,355.0,132.0,181.0,17.0,0.0842674913026671,0.6509470429068419,0.1372245844607653,0.0510243525318902,0.0699652106687282,0.006571318129107,1
686,"MARTINEZ BAPTIST, Columbia County, Georgia",7000000US13073000115,2798.0,179.0,1649.0,560.0,192.0,166.0,52.0,0.0639742673338098,0.589349535382416,0.2001429592566118,0.0686204431736954,0.0593280914939242,0.0185847033595425,1
687,"GOLD CROSS EMS, Columbia County, Georgia",7000000US13073000120,2926.0,144.0,2297.0,280.0,64.0,120.0,21.0,0.049213943950786,0.7850307587149692,0.0956937799043062,0.0218728639781271,0.0410116199589883,0.0071770334928229,1
688,"CHURCH OF OUR SAVIOR, Columbia County, Georgia",7000000US13073000125,3331.0,256.0,2060.0,660.0,211.0,123.0,21.0,0.0768537976583608,0.6184329030321225,0.1981386970879615,0.0633443410387271,0.0369258480936655,0.0063044130891624,1
689,"WEST ACRES BAPTIST, Columbia County, Georgia",7000000US13073000130,3241.0,212.0,2278.0,440.0,135.0,147.0,29.0,0.0654119099043505,0.7028694847269361,0.1357605677260105,0.0416538105522986,0.0453563714902807,0.0089478556001234,1
690,"JOURNEY COMM. CHURCH, Columbia County, Georgia",7000000US13073000131,1522.0,59.0,1237.0,82.0,43.0,88.0,13.0,0.0387647831800262,0.8127463863337714,0.0538764783180026,0.0282522996057818,0.0578186596583442,0.0085413929040735,1
691,"WESLEY METHODIST, Columbia County, Georgia",7000000US13073000132,2963.0,125.0,2195.0,349.0,182.0,98.0,14.0,0.0421869726628417,0.7408032399595005,0.117786027674654,0.0614242321970975,0.0330745865676679,0.0047249409382382,1
692,"COL CTY MAIN LIBRARY, Columbia County, Georgia",7000000US13073000134,2870.0,201.0,1956.0,384.0,160.0,124.0,45.0,0.0700348432055749,0.6815331010452962,0.1337979094076655,0.0557491289198606,0.0432055749128919,0.0156794425087108,1
693,"CHRIST CHURCH, PRESBYTERIAN, Columbia County, Georgia",7000000US13073000135,2912.0,144.0,2195.0,222.0,185.0,139.0,27.0,0.0494505494505494,0.7537774725274725,0.0762362637362637,0.0635302197802197,0.0477335164835164,0.009271978021978,1
694,"BLUERIDGE ELEMENTARY, Columbia County, Georgia",7000000US13073000136,3241.0,183.0,2066.0,482.0,279.0,179.0,52.0,0.056464054304227,0.6374575748225856,0.1487195310089478,0.0860845418080839,0.0552298673248997,0.0160444307312557,1
695,"CHRIST THE KING CH, Columbia County, Georgia",7000000US13073000137,2716.0,112.0,1705.0,234.0,514.0,134.0,17.0,0.0412371134020618,0.6277614138438881,0.0861561119293078,0.1892488954344624,0.0493372606774668,0.0062592047128129,1
696,"CECIL, Cook County, Georgia",7000000US1307500000C,3212.0,270.0,1550.0,1242.0,31.0,98.0,21.0,0.0840597758405977,0.4825653798256538,0.3866749688667497,0.009651307596513,0.0305105853051058,0.0065379825653798,1
697,"LENOX, Cook County, Georgia",7000000US1307500000L,1838.0,97.0,1406.0,272.0,2.0,58.0,3.0,0.0527747551686615,0.764961915125136,0.147986942328618,0.001088139281828,0.0315560391730141,0.0016322089227421,1
698,"MASSEE, Cook County, Georgia",7000000US1307500000M,1399.0,44.0,1144.0,155.0,7.0,42.0,7.0,0.0314510364546104,0.8177269478198713,0.1107934238741958,0.0050035739814152,0.0300214438884917,0.0050035739814152,1
699,"SPARKS, Cook County, Georgia",7000000US1307500000S,2003.0,181.0,624.0,1142.0,3.0,45.0,8.0,0.0903644533200199,0.3115327009485771,0.5701447828257613,0.001497753369945,0.0224663005491762,0.0039940089865202,1
700,"DELLE BEAMGUARD, Cook County, Georgia",7000000US130750000DB,4105.0,283.0,2662.0,964.0,37.0,132.0,27.0,0.0689403166869671,0.6484774665042631,0.2348355663824604,0.0090133982947624,0.0321559074299634,0.0065773447015834,1
701,"ELM-PINE, Cook County, Georgia",7000000US130750000EP,843.0,38.0,72.0,703.0,1.0,27.0,2.0,0.0450771055753262,0.0854092526690391,0.833926453143535,0.0011862396204033,0.0320284697508896,0.0023724792408066,1
702,"NEW LIFE BAPTIST, Cook County, Georgia",7000000US130750000NL,1886.0,124.0,1573.0,122.0,12.0,48.0,7.0,0.0657476139978791,0.8340402969247084,0.0646871686108165,0.0063626723223753,0.0254506892895015,0.0037115588547189,1
703,"RIVERBEND, Cook County, Georgia",7000000US130750000RB,1943.0,97.0,1627.0,153.0,7.0,50.0,9.0,0.0499227997941327,0.8373648996397324,0.0787442099845599,0.0036026762738033,0.0257334019557385,0.0046320123520329,1
704,"SENOIA, Coweta County, Georgia",7000000US13077000001,8157.0,422.0,6669.0,637.0,110.0,279.0,40.0,0.0517347063871521,0.8175799926443545,0.0780924359445874,0.0134853500061297,0.0342037513791835,0.0049037636385926,1
705,"MORELAND, Coweta County, Georgia",7000000US13077000002,3630.0,143.0,3085.0,255.0,16.0,124.0,7.0,0.0393939393939393,0.849862258953168,0.0702479338842975,0.0044077134986225,0.034159779614325,0.0019283746556473,1
706,"PINE ROAD, Coweta County, Georgia",7000000US13077000003,2953.0,133.0,2461.0,209.0,15.0,116.0,19.0,0.0450389434473416,0.8333897731120894,0.0707754825601083,0.005079580088046,0.0392820860142228,0.0064341347781916,1
707,"DRESDEN, Coweta County, Georgia",7000000US13077000004,1211.0,43.0,1033.0,59.0,4.0,63.0,9.0,0.0355078447563996,0.8530140379851362,0.0487200660611065,0.0033030553261767,0.0520231213872832,0.0074318744838976,1
708,"NEWNAN, Coweta County, Georgia",7000000US13077000005,5376.0,398.0,2020.0,2706.0,21.0,181.0,50.0,0.0740327380952381,0.3757440476190476,0.5033482142857143,0.00390625,0.0336681547619047,0.0093005952380952,1
709,"SHARPSBURG, Coweta County, Georgia",7000000US13077000006,5722.0,324.0,4728.0,300.0,63.0,268.0,39.0,0.0566235581964348,0.8262845159035302,0.0524292205522544,0.0110101363159734,0.0468367703600139,0.006815798671793,1
710,"FISCHER ROAD, Coweta County, Georgia",7000000US13077000007,6186.0,479.0,4682.0,504.0,147.0,298.0,76.0,0.0774329130294212,0.7568703524086647,0.081474296799224,0.0237633365664403,0.0481732945360491,0.0122858066602004,1
711,"CEDAR CREEK, Coweta County, Georgia",7000000US13077000008,6897.0,262.0,5662.0,556.0,100.0,270.0,47.0,0.0379875308104973,0.8209366391184573,0.0806147600405973,0.0144990575612585,0.039147455415398,0.0068145570537915,1
712,"GRANTVILLE, Coweta County, Georgia",7000000US13077000009,3973.0,148.0,2791.0,814.0,27.0,157.0,36.0,0.0372514472690662,0.7024918197835389,0.204882959979864,0.0067958721369242,0.0395167379813742,0.0090611628492323,1
713,"HARALSON, Coweta County, Georgia",7000000US13077000010,3165.0,130.0,2584.0,249.0,25.0,145.0,32.0,0.0410742496050552,0.8164296998420221,0.0786729857819905,0.0078988941548183,0.0458135860979462,0.0101105845181674,1
714,"WELCOME, Coweta County, Georgia",7000000US13077000011,4467.0,222.0,3639.0,405.0,13.0,157.0,31.0,0.0496977837474815,0.8146406984553392,0.0906648757555406,0.0029102305798074,0.0351466308484441,0.006939780613387,1
