"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"7000000US13063000FP1","FOREST PARK 1, Clayton County, Georgia","7376","2003","5373","5178","896","4015","22","205","5","35","195","184","89","37","5","0","10","29","1","1","8","0","0","0","1","3","0","11","6","0","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000FP2","FOREST PARK 2, Clayton County, Georgia","5384","1821","3563","3446","538","2625","27","223","2","31","117","98","42","15","5","1","8","21","1","1","4","0","0","0","0","0","0","18","12","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000FP3","FOREST PARK 3, Clayton County, Georgia","5078","1515","3563","3458","639","2503","10","282","2","22","105","97","47","18","4","0","3","9","4","3","5","3","0","1","0","0","0","7","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000FP4","FOREST PARK 4, Clayton County, Georgia","3398","1107","2291","2226","546","974","7","689","0","10","65","55","22","9","4","0","1","4","9","4","2","0","0","0","0","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000FP5","FOREST PARK 5, Clayton County, Georgia","8768","3040","5728","5569","684","4328","18","510","2","27","159","139","68","21","4","1","3","9","13","1","17","2","0","0","0","0","0","15","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000FP6","FOREST PARK 6, Clayton County, Georgia","2620","804","1816","1767","324","777","8","637","1","20","49","45","18","7","4","0","1","7","3","0","5","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000LC1","LAKE CITY, Clayton County, Georgia","5760","669","5091","4908","525","3969","20","348","6","40","183","157","73","3","5","0","6","17","15","3","19","0","0","0","2","14","0","19","14","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000LJ1","LOVEJOY 1, Clayton County, Georgia","5619","642","4977","4807","632","3967","12","152","0","44","170","158","68","16","7","0","5","31","24","0","5","0","0","0","1","1","0","12","5","0","0","3","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000LJ2","LOVEJOY 2, Clayton County, Georgia","5369","590","4779","4596","501","3993","17","47","0","38","183","163","72","20","4","0","1","27","14","2","20","0","0","0","3","0","0","17","11","2","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000LJ3","LOVEJOY 3, Clayton County, Georgia","13253","1258","11995","11661","1511","9878","20","174","6","72","334","295","125","25","11","3","16","40","19","5","39","2","0","0","6","4","0","37","26","3","0","3","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000LJ4","LOVEJOY 4, Clayton County, Georgia","5209","372","4837","4656","325","4198","8","76","7","42","181","176","63","13","2","0","5","38","18","0","35","0","0","2","0","0","0","5","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000LJ5","LOVEJOY 5, Clayton County, Georgia","5283","1007","4276","4164","430","3623","13","51","7","40","112","103","52","10","0","0","2","10","10","4","15","0","0","0","0","0","0","9","6","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO1","MORROW 1, Clayton County, Georgia","5626","1152","4474","4334","404","3778","15","109","0","28","140","128","40","27","8","0","6","20","8","3","16","0","0","0","0","0","0","12","8","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO2","MORROW 2, Clayton County, Georgia","3716","683","3033","2944","546","1203","7","1166","0","22","89","78","35","9","7","0","3","10","7","0","3","0","0","2","1","0","1","11","8","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO3","MORROW 3, Clayton County, Georgia","7634","837","6797","6592","605","4457","11","1465","2","52","205","173","83","17","6","0","5","21","11","5","23","0","0","0","0","1","1","27","25","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO4","MORROW 4, Clayton County, Georgia","3227","545","2682","2579","396","1884","1","286","0","12","103","98","46","9","5","0","1","15","5","0","16","1","0","0","0","0","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"7000000US13063000MO5","MORROW 5, Clayton County, Georgia","7654","801","6853","6655","670","5574","5","361","4","41","198","178","80","17","6","0","8","23","15","3","25","1","0","0","0","0","0","19","6","10","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO6","MORROW 6, Clayton County, Georgia","4603","757","3846","3699","634","2814","8","223","5","15","147","138","52","19","3","2","5","25","8","3","19","1","0","1","0","0","0","8","3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO7","MORROW 7, Clayton County, Georgia","3423","499","2924","2831","262","2065","3","497","0","4","93","83","39","10","11","0","1","14","2","0","3","0","0","1","0","2","0","8","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO8","MORROW 8, Clayton County, Georgia","5039","763","4276","4143","313","3663","6","116","3","42","133","121","45","14","4","0","2","15","6","15","20","0","0","0","0","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000MO9","MORROW 9, Clayton County, Georgia","2078","306","1772","1703","241","1397","0","54","0","11","69","59","32","3","6","0","4","8","6","0","0","0","0","0","0","0","0","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000PH1","PANHANDLE 1, Clayton County, Georgia","3542","204","3338","3236","289","2823","9","78","0","37","102","95","42","1","2","1","0","20","17","0","11","0","0","0","1","0","0","7","2","2","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13063000PH2","PANHANDLE 2, Clayton County, Georgia","4639","308","4331","4206","763","3305","7","100","0","31","125","117","36","30","2","1","8","9","8","2","19","0","0","0","2","0","0","8","3","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB01","JONESBORO 1, Clayton County, Georgia","6753","545","6208","5968","398","5422","3","79","11","55","240","218","67","25","5","3","14","37","18","4","44","0","0","1","0","0","0","20","16","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB02","JONESBORO 2, Clayton County, Georgia","5993","533","5460","5298","163","4929","14","178","1","13","162","145","54","8","3","1","0","27","27","3","19","1","0","1","1","0","0","17","15","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB03","JONESBORO 3, Clayton County, Georgia","5962","646","5316","5164","973","3895","7","250","1","38","152","128","42","20","6","1","4","20","17","0","18","0","0","0","0","0","0","21","15","1","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB04","JONESBORO 4, Clayton County, Georgia","3996","378","3618","3488","445","2914","15","100","2","12","130","121","53","18","2","0","7","6","17","0","13","0","0","4","0","1","0","9","6","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB05","JONESBORO 5, Clayton County, Georgia","2997","376","2621","2513","465","1891","5","139","0","13","108","102","43","7","3","2","3","18","11","1","14","0","0","0","0","0","0","6","2","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB06","JONESBORO 6, Clayton County, Georgia","3135","138","2997","2907","1250","1312","8","314","0","23","90","87","2","30","4","7","10","10","14","1","9","0","0","0","0","0","0","3","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB07","JONESBORO 7, Clayton County, Georgia","4643","521","4122","3974","487","3120","14","310","3","40","148","132","54","7","7","0","3","14","10","1","36","0","0","0","0","0","0","11","8","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB08","JONESBORO 8, Clayton County, Georgia","6865","1187","5678","5505","498","4793","13","142","6","53","173","138","58","11","10","1","6","15","13","0","23","0","0","0","0","1","0","30","15","2","4","5","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","5","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB09","JONESBORO 9, Clayton County, Georgia","3684","1213","2471","2356","485","1744","17","67","3","40","115","96","44","23","1","0","9","4","4","0","11","0","0","0","0","0","0","16","6","7","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB10","JONESBORO 10, Clayton County, Georgia","5515","793","4722","4544","456","3974","7","71","6","30","178","170","69","23","3","0","5","37","7","0","22","1","0","0","3","0","0","8","2","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB11","JONESBORO 11, Clayton County, Georgia","5234","745","4489","4286","806","3196","21","226","1","36","203","195","88","30","5","0","7","18","11","0","32","1","2","0","1","0","0","8","3","1","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB12","JONESBORO 12, Clayton County, Georgia","4238","513","3725","3623","257","3242","10","81","9","24","102","93","44","3","3","0","3","25","1","1","12","0","0","0","1","0","0","9","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB13","JONESBORO 13, Clayton County, Georgia","2818","155","2663","2597","268","2247","2","62","0","18","66","61","30","1","2","0","0","15","10","0","3","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB14","JONESBORO 14, Clayton County, Georgia","5113","483","4630","4482","1134","3059","5","248","1","35","148","135","52","16","6","0","15","22","8","2","11","0","0","0","0","3","0","13","8","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB15","JONESBORO 15, Clayton County, Georgia","4580","720","3860","3712","263","3298","8","101","0","42","148","130","54","3","4","0","3","33","16","1","15","1","0","0","0","0","0","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB16","JONESBORO 16, Clayton County, Georgia","3979","732","3247","3144","368","2624","8","106","0","38","103","98","50","13","1","0","2","8","8","0","13","0","0","1","2","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB17","JONESBORO 17, Clayton County, Georgia","7013","815","6198","6002","362","5493","15","95","1","36","196","176","96","2","16","1","6","21","13","0","17","2","0","0","2","0","0","20","8","7","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300JB18","JONESBORO 18, Clayton County, Georgia","5079","364","4715","4570","413","3850","6","265","3","33","145","135","57","17","2","0","10","22","10","0","16","0","1","0","0","0","0","10","3","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300OAK1","OAK 1, Clayton County, Georgia","4155","223","3932","3831","68","3676","13","53","0","21","101","86","38","2","6","0","1","15","7","0","16","0","0","1","0","0","0","7","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300OAK2","OAK 2, Clayton County, Georgia","2713","292","2421","2352","104","1935","4","282","2","25","69","53","19","3","0","0","5","7","15","0","4","0","0","0","0","0","0","16","10","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300OAK3","OAK 3, Clayton County, Georgia","7240","296","6944","6809","185","6369","9","207","3","36","135","121","53","12","1","0","4","27","11","0","10","1","0","1","1","0","0","14","4","0","1","6","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300OAK4","OAK 4, Clayton County, Georgia","5973","347","5626","5471","148","5192","12","99","2","18","155","139","71","7","4","0","1","18","13","0","24","1","0","0","0","0","0","16","14","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD01","RIVERDALE 1, Clayton County, Georgia","3031","221","2810","2756","174","2467","4","99","2","10","54","46","24","0","1","0","0","8","4","0","7","0","0","0","0","2","0","8","6","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD02","RIVERDALE 2, Clayton County, Georgia","5449","962","4487","4383","162","4124","7","64","1","25","104","94","53","6","4","0","0","11","7","0","13","0","0","0","0","0","0","7","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD03","RIVERDALE 3, Clayton County, Georgia","4703","367","4336","4221","198","3796","4","191","0","32","115","109","38","1","12","1","2","14","14","1","22","0","2","0","1","1","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD04","RIVERDALE 4, Clayton County, Georgia","6756","1034","5722","5587","382","4845","23","311","0","26","135","124","60","12","8","0","4","17","16","2","4","0","0","0","1","0","0","9","7","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD05","RIVERDALE 5, Clayton County, Georgia","4328","493","3835","3687","206","3313","12","100","0","56","148","127","57","4","0","0","12","16","10","0","27","1","0","0","0","0","0","20","12","2","1","0","1","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD06","RIVERDALE 6, Clayton County, Georgia","6532","1619","4913","4788","544","3992","17","204","0","31","125","116","65","4","2","0","4","17","3","7","14","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD07","RIVERDALE 7, Clayton County, Georgia","5919","1554","4365","4231","284","3636","9","272","1","29","134","121","54","9","6","0","3","14","10","3","14","2","0","0","4","2","0","12","10","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD08","RIVERDALE 8, Clayton County, Georgia","3820","366","3454","3360","243","2976","4","120","1","16","94","82","24","8","3","0","2","17","7","2","17","0","0","0","2","0","0","11","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD09","RIVERDALE 9, Clayton County, Georgia","3913","451","3462","3360","228","2736","0","358","0","38","102","96","36","4","0","0","9","18","16","1","9","0","0","2","1","0","0","6","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD10","RIVERDALE 10, Clayton County, Georgia","5388","161","5227","5111","112","4925","14","34","1","25","116","106","44","1","0","0","4","24","9","1","20","1","0","0","0","2","0","9","2","2","0","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD11","RIVERDALE 11, Clayton County, Georgia","2496","167","2329","2263","91","2103","11","35","3","20","66","61","26","1","3","0","0","13","2","0","16","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306300RD12","RIVERDALE 12, Clayton County, Georgia","4275","413","3862","3762","169","3368","16","171","3","35","100","88","27","9","1","0","1","22","7","1","20","0","0","0","0","0","0","11","6","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306500000D","DUPONT, Clinch County, Georgia","550","28","522","498","365","129","1","0","1","2","24","23","10","6","0","0","3","1","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306500000F","FARGO, Clinch County, Georgia","372","6","366","356","316","34","5","1","0","0","10","10","3","1","0","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306500000H","HOMERVILLE, Clinch County, Georgia","4947","177","4770","4631","2894","1671","15","19","6","26","139","133","70","34","0","1","12","12","0","0","2","1","0","0","1","0","0","6","2","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US130650000AB","ARABIA, Clinch County, Georgia","209","4","205","204","178","22","2","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US130650000AG","ARGYLE, Clinch County, Georgia","671","38","633","607","503","94","7","2","0","1","26","26","6","16","0","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700AC1A","Acworth 1A, Cobb County, Georgia","7489","956","6533","6168","4123","1575","23","393","2","52","365","346","117","86","37","0","63","6","12","0","20","1","0","0","0","4","0","19","9","2","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700AC1B","Acworth 1B, Cobb County, Georgia","7464","1151","6313","5989","4221","1569","8","161","2","28","324","284","98","70","37","0","38","7","10","0","20","2","0","0","1","1","0","37","23","6","0","2","1","0","0","0","0","0","1","0","2","0","2","0","0","0","0","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700AC1C","Acworth 1C, Cobb County, Georgia","7335","1116","6219","5871","2832","2617","8","362","1","51","348","301","137","48","38","3","31","7","14","1","22","0","0","0","0","0","0","47","30","7","1","4","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700AD01","Addison 01, Cobb County, Georgia","3173","319","2854","2678","1933","378","6","297","1","63","176","165","23","42","34","0","52","7","3","1","2","1","0","0","0","0","0","10","0","5","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700AU1A","Austell 1A, Cobb County, Georgia","7650","1302","6348","6073","1448","4438","26","106","2","53","275","259","131","35","24","0","19","16","3","4","23","0","1","0","2","1","0","16","9","0","1","0","0","0","0","3","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700BF02","Bells Ferry 02, Cobb County, Georgia","3977","401","3576","3361","2381","523","16","379","2","60","215","199","49","50","45","2","44","0","5","0","2","0","0","0","2","0","0","16","11","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700BF03","Bells Ferry 03, Cobb County, Georgia","8681","1471","7210","6729","5160","1166","21","274","5","103","481","464","112","132","85","0","94","13","16","1","7","1","0","1","0","2","0","16","4","1","0","5","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"7000000US1306700BG01","Big Shanty 01, Cobb County, Georgia","3597","501","3096","2921","2127","635","6","130","0","23","175","161","55","33","24","0","28","9","3","0","6","2","0","0","0","1","0","12","1","3","3","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"7000000US1306700BG02","Big Shanty 02, Cobb County, Georgia","4109","385","3724","3507","2547","725","7","200","0","28","217","197","50","36","45","4","35","11","6","0","10","0","0","0","0","0","0","18","7","4","0","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700BK01","Baker 01, Cobb County, Georgia","7222","831","6391","6015","3408","1985","8","532","3","79","376","358","138","41","56","1","61","19","18","0","19","0","1","0","2","2","0","17","6","5","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1306700BR01","Birney 01, Cobb County, Georgia","4172","1125","3047","2893","1266","1469","17","111","4","26","154","144","55","23","5","1","18","17","7","0","16","0","0","0","1","1","0","6","4","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"7000000US1306700BR02","Birney 02, Cobb County, Georgia","5096","801","4295","4131","1990","1842","13","241","2","43","164","143","54","26","20","1","17","2","13","0","6","0","0","0","0","4","0","19","9","4","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
